starttime,detector_id,speed
2018-05-05 06:50:00-07,101177,66.06
2018-05-05 06:50:00-07,101178,75.13
2018-05-05 06:50:00-07,101179,74.14
2018-05-05 06:50:00-07,101180,65.92
2018-05-05 06:50:00-07,101181,66.91
2018-05-05 06:50:00-07,101182,69.75
2018-05-05 06:50:00-07,101183,69.56
2018-05-05 06:50:00-07,101184,68.91
2018-05-05 06:50:00-07,101185,72
2018-05-05 06:50:00-07,101186,63.94
2018-05-05 06:50:00-07,101187,63
2018-05-05 06:55:00-07,100890,56
2018-05-05 06:55:00-07,100891,57.43
2018-05-05 06:55:00-07,100892,65.27
2018-05-05 06:55:00-07,100893,65.53
2018-05-05 06:55:00-07,100894,49.65
2018-05-05 06:55:00-07,100895,48.87
2018-05-05 06:55:00-07,100897,59.51
2018-05-05 06:55:00-07,100898,63.39
2018-05-05 06:55:00-07,100899,66.84
2018-05-05 06:55:00-07,100900,62.4
2018-05-05 06:55:00-07,100901,62.77
2018-05-05 06:55:00-07,100902,66.91
2018-05-05 06:55:00-07,100903,54.89
2018-05-05 06:55:00-07,101137,9.81
2018-05-05 06:55:00-07,101138,37.07
2018-05-05 06:55:00-07,101139,44.95
2018-05-05 06:55:00-07,101140,59.91
2018-05-05 06:55:00-07,101141,61.43
2018-05-05 06:55:00-07,101142,65.03
2018-05-05 06:55:00-07,101143,60.24
2018-05-05 06:55:00-07,101144,61.24
2018-05-05 06:55:00-07,101145,65.27
2018-05-05 06:55:00-07,101150,62
2018-05-05 06:55:00-07,101151,65.94
2018-05-05 06:55:00-07,101152,71.21
2018-05-05 06:55:00-07,101153,62.42
2018-05-05 06:55:00-07,101154,64.63
2018-05-05 06:55:00-07,101155,69.84
2018-05-05 06:55:00-07,101156,59.32
2018-05-05 06:55:00-07,101157,62
2018-05-05 06:55:00-07,101158,66.13
2018-05-05 06:55:00-07,101160,66.47
2018-05-05 06:55:00-07,101161,72.69
2018-05-05 06:55:00-07,101162,54
2018-05-05 06:55:00-07,101163,62.13
2018-05-05 06:55:00-07,101164,70.82
2018-05-05 06:55:00-07,101165,62.73
2018-05-05 06:55:00-07,101166,65.05
2018-05-05 06:55:00-07,101167,69.33
2018-05-05 06:55:00-07,101168,64.58
2018-05-05 06:55:00-07,101169,70.94
2018-05-05 06:55:00-07,101170,70.88
2018-05-05 06:55:00-07,101171,63.55
2018-05-05 06:55:00-07,101172,66
2018-05-05 06:55:00-07,101173,69.92
2018-05-05 06:55:00-07,101174,65.56
2018-05-05 06:55:00-07,101175,70.41
2018-05-05 06:55:00-07,101176,74.44
2018-05-05 06:55:00-07,101177,62.1
2018-05-05 06:55:00-07,101178,70.73
2018-05-05 06:55:00-07,101179,65
2018-05-05 06:55:00-07,101180,65.11
2018-05-05 06:55:00-07,101181,66.11
2018-05-05 06:55:00-07,101182,
2018-05-05 06:55:00-07,101183,66.56
2018-05-05 06:55:00-07,101184,65.33
2018-05-05 06:55:00-07,101185,65
2018-05-05 06:55:00-07,101186,65.7
2018-05-05 06:55:00-07,101187,71
2018-05-05 07:00:00-07,100890,49.33
2018-05-05 07:00:00-07,100891,56.9
2018-05-05 07:00:00-07,100892,65.48
2018-05-05 07:00:00-07,100893,62.58
2018-05-05 07:00:00-07,100894,44.42
2018-05-05 07:00:00-07,100895,48.62
2018-05-05 07:00:00-07,100897,59.1
2018-05-05 07:00:00-07,100898,61.53
2018-05-05 07:00:00-07,100899,66.11
2018-05-05 07:00:00-07,100900,63.47
2018-05-05 07:00:00-07,100901,61.82
2018-05-05 07:00:00-07,100902,66.88
2018-05-05 07:00:00-07,100903,53.92
2018-05-05 07:00:00-07,101137,47.53
2018-05-05 07:00:00-07,101138,55.72
2018-05-05 07:00:00-07,101139,59.81
2018-05-05 07:00:00-07,101140,59.52
2018-05-05 07:00:00-07,101141,63.1
2018-05-05 07:00:00-07,101142,65.75
2018-05-05 07:00:00-07,101143,62.07
2018-05-05 07:00:00-07,101144,61.97
2018-05-05 07:00:00-07,101145,64.03
2018-05-05 07:00:00-07,101150,61.33
2018-05-05 07:00:00-07,101151,64.19
2018-05-05 07:00:00-07,101152,69.58
2018-05-05 07:00:00-07,101153,63.55
2018-05-05 07:00:00-07,101154,63.77
2018-05-05 07:00:00-07,101155,69.28
2018-05-05 07:00:00-07,101156,60.19
2018-05-05 07:00:00-07,101157,61.67
2018-05-05 07:00:00-07,101158,66.45
2018-05-05 07:00:00-07,101160,67.77
2018-05-05 07:00:00-07,101161,69.88
2018-05-05 07:00:00-07,101162,65
2018-05-05 07:00:00-07,101163,59.33
2018-05-05 07:00:00-07,101164,65.2
2018-05-05 07:00:00-07,101165,66.92
2018-05-05 07:00:00-07,101166,65.94
2018-05-05 07:00:00-07,101167,70.58
2018-05-05 07:00:00-07,101168,63.83
2018-05-05 07:00:00-07,101169,69.78
2018-05-05 07:00:00-07,101170,76.21
2018-05-05 07:00:00-07,101171,62.59
2018-05-05 07:00:00-07,101172,64.82
2018-05-05 07:00:00-07,101173,70.55
2018-05-05 07:00:00-07,101174,64
2018-05-05 07:00:00-07,101175,67.41
2018-05-05 07:00:00-07,101176,71.91
2018-05-05 07:00:00-07,101177,65.11
2018-05-05 07:00:00-07,101178,69.5
2018-05-05 07:00:00-07,101179,72.78
2018-05-05 07:00:00-07,101180,67.93
2018-05-05 07:00:00-07,101181,67.17
2018-05-05 07:00:00-07,101182,69.57
2018-05-05 07:00:00-07,101183,71.17
2018-05-05 07:00:00-07,101184,68.48
2018-05-05 07:00:00-07,101185,75.83
2018-05-05 07:00:00-07,101186,60.7
2018-05-05 07:00:00-07,101187,67.75
2018-05-05 07:05:00-07,100890,54
2018-05-05 07:05:00-07,100891,56.55
2018-05-05 07:05:00-07,100892,65.96
2018-05-05 07:05:00-07,100893,62.84
2018-05-05 07:05:00-07,100894,70.55
2018-05-05 07:05:00-07,100895,49
2018-05-05 07:05:00-07,100897,57.33
2018-05-05 07:05:00-07,100898,63.59
2018-05-05 07:05:00-07,100899,67.32
2018-05-05 07:05:00-07,100900,62.95
2018-05-05 07:05:00-07,100901,62
2018-05-05 07:05:00-07,100902,63.55
2018-05-05 07:05:00-07,100903,55.5
2018-05-05 07:05:00-07,101137,57.79
2018-05-05 07:05:00-07,101138,59.52
2018-05-05 07:05:00-07,101139,61.16
2018-05-05 07:05:00-07,101140,61.25
2018-05-05 07:05:00-07,101141,63.32
2018-05-05 07:05:00-07,101142,65.11
2018-05-05 07:05:00-07,101143,59.59
2018-05-05 07:05:00-07,101144,61.24
2018-05-05 07:05:00-07,101145,63.75
2018-05-05 07:05:00-07,101150,59.59
2018-05-05 07:05:00-07,101151,66.93
2018-05-05 07:05:00-07,101152,71
2018-05-05 07:05:00-07,101153,60.48
2018-05-05 07:05:00-07,101154,64.74
2018-05-05 07:05:00-07,101155,68.88
2018-05-05 07:05:00-07,101156,59.96
2018-05-05 07:05:00-07,101157,62.09
2018-05-05 07:05:00-07,101158,65
2018-05-05 07:05:00-07,101160,67.15
2018-05-05 07:05:00-07,101161,70.6
2018-05-05 07:05:00-07,101162,50.5
2018-05-05 07:05:00-07,101163,60.45
2018-05-05 07:05:00-07,101164,66.71
2018-05-05 07:05:00-07,101165,61.89
2018-05-05 07:05:00-07,101166,66.92
2018-05-05 07:05:00-07,101167,71.78
2018-05-05 07:05:00-07,101168,65.11
2018-05-05 07:05:00-07,101169,65.57
2018-05-05 07:05:00-07,101170,72.73
2018-05-05 07:05:00-07,101171,61.08
2018-05-05 07:05:00-07,101172,60.25
2018-05-05 07:05:00-07,101173,70.73
2018-05-05 07:05:00-07,101174,67.1
2018-05-05 07:05:00-07,101175,68.84
2018-05-05 07:05:00-07,101176,76.13
2018-05-05 07:05:00-07,101177,65.63
2018-05-05 07:05:00-07,101178,70.35
2018-05-05 07:05:00-07,101179,79.5
2018-05-05 07:05:00-07,101180,65.5
2018-05-05 07:05:00-07,101181,67.55
2018-05-05 07:05:00-07,101182,70
2018-05-05 07:05:00-07,101183,63.71
2018-05-05 07:05:00-07,101184,68.89
2018-05-05 07:05:00-07,101185,74
2018-05-05 07:05:00-07,101186,61.67
2018-05-05 07:05:00-07,101187,64.67
2018-05-05 07:10:00-07,100890,
2018-05-05 07:10:00-07,100891,56.21
2018-05-05 07:10:00-07,100892,65.69
2018-05-05 07:10:00-07,100893,64.7
2018-05-05 07:10:00-07,100894,50.65
2018-05-05 07:10:00-07,100895,48.15
2018-05-05 07:10:00-07,100897,57.47
2018-05-05 07:10:00-07,100898,60.49
2018-05-05 07:10:00-07,100899,66.5
2018-05-05 07:10:00-07,100900,61.7
2018-05-05 07:10:00-07,100901,59.63
2018-05-05 07:10:00-07,100902,64.83
2018-05-05 07:10:00-07,100903,53.97
2018-05-05 07:10:00-07,101137,54.76
2018-05-05 07:10:00-07,101138,57.92
2018-05-05 07:10:00-07,101139,60.39
2018-05-05 07:10:00-07,101140,61.43
2018-05-05 07:10:00-07,101141,60.58
2018-05-05 07:10:00-07,101142,64.25
2018-05-05 07:10:00-07,101143,58.29
2018-05-05 07:10:00-07,101144,61.39
2018-05-05 07:10:00-07,101145,64.16
2018-05-05 07:10:00-07,101150,59.55
2018-05-05 07:10:00-07,101151,64.76
2018-05-05 07:10:00-07,101152,70.95
2018-05-05 07:10:00-07,101153,62
2018-05-05 07:10:00-07,101154,62.35
2018-05-05 07:10:00-07,101155,67.63
2018-05-05 07:10:00-07,101156,59.93
2018-05-05 07:10:00-07,101157,59.58
2018-05-05 07:10:00-07,101158,65.03
2018-05-05 07:10:00-07,101160,65.13
2018-05-05 07:10:00-07,101161,69
2018-05-05 07:10:00-07,101162,55.86
2018-05-05 07:10:00-07,101163,57.56
2018-05-05 07:10:00-07,101164,65.91
2018-05-05 07:10:00-07,101165,63.05
2018-05-05 07:10:00-07,101166,63.17
2018-05-05 07:10:00-07,101167,68.54
2018-05-05 07:10:00-07,101168,65.6
2018-05-05 07:10:00-07,101169,67.89
2018-05-05 07:10:00-07,101170,73.29
2018-05-05 07:10:00-07,101171,59.96
2018-05-05 07:10:00-07,101172,64
2018-05-05 07:10:00-07,101173,68.1
2018-05-05 07:10:00-07,101174,63
2018-05-05 07:10:00-07,101175,66.92
2018-05-05 07:10:00-07,101176,73
2018-05-05 07:10:00-07,101177,64.59
2018-05-05 07:10:00-07,101178,72.28
2018-05-05 07:10:00-07,101179,77.17
2018-05-05 07:10:00-07,101180,65.5
2018-05-05 07:10:00-07,101181,67.35
2018-05-05 07:10:00-07,101182,75.25
2018-05-05 07:10:00-07,101183,66.17
2018-05-05 07:10:00-07,101184,70.11
2018-05-05 07:10:00-07,101185,76
2018-05-05 07:10:00-07,101186,62.83
2018-05-05 07:10:00-07,101187,70.8
2018-05-05 07:15:00-07,100890,54.4
2018-05-05 07:15:00-07,100892,63.29
2018-05-05 07:15:00-07,100893,62.27
2018-05-05 07:15:00-07,100895,47.49
2018-05-05 07:15:00-07,100897,56.17
2018-05-05 07:15:00-07,100898,60.93
2018-05-05 07:15:00-07,100899,63.89
2018-05-05 07:15:00-07,100900,55.04
2018-05-05 07:15:00-07,100901,58.87
2018-05-05 07:15:00-07,100902,65.22
2018-05-05 07:15:00-07,100903,51.09
2018-05-05 07:15:00-07,101137,50.89
2018-05-05 07:15:00-07,101138,54.98
2018-05-05 07:15:00-07,101139,58.61
2018-05-05 07:15:00-07,101140,54.86
2018-05-05 07:15:00-07,101141,57.9
2018-05-05 07:15:00-07,101142,59.83
2018-05-05 07:15:00-07,101143,58.96
2018-05-05 07:15:00-07,101144,58.65
2018-05-05 07:15:00-07,101145,60.35
2018-05-05 07:15:00-07,101150,57.9
2018-05-05 07:15:00-07,101151,63.35
2018-05-05 07:15:00-07,101152,67.77
2018-05-05 07:15:00-07,101153,61.19
2018-05-05 07:15:00-07,101154,63.14
2018-05-05 07:15:00-07,101155,67.87
2018-05-05 07:15:00-07,101156,57.39
2018-05-05 07:15:00-07,101157,59.72
2018-05-05 07:15:00-07,101158,63.89
2018-05-05 07:15:00-07,101160,63.26
2018-05-05 07:15:00-07,101161,72.46
2018-05-05 07:15:00-07,101162,51.5
2018-05-05 07:15:00-07,101163,56.59
2018-05-05 07:15:00-07,101164,66.79
2018-05-05 07:15:00-07,101165,61.48
2018-05-05 07:15:00-07,101166,64.06
2018-05-05 07:15:00-07,101167,69.11
2018-05-05 07:15:00-07,101168,63.5
2018-05-05 07:15:00-07,101169,69.2
2018-05-05 07:15:00-07,101170,75.81
2018-05-05 07:15:00-07,101171,60.72
2018-05-05 07:15:00-07,101172,62.8
2018-05-05 07:15:00-07,101173,71.54
2018-05-05 07:15:00-07,101174,65.21
2018-05-05 07:15:00-07,101175,65.69
2018-05-05 07:15:00-07,101176,76.29
2018-05-05 07:15:00-07,101177,64.57
2018-05-05 07:15:00-07,101178,69.49
2018-05-05 07:15:00-07,101179,70.92
2018-05-05 07:15:00-07,101180,66.24
2018-05-05 07:15:00-07,101181,66.25
2018-05-05 07:15:00-07,101182,71.27
2018-05-05 07:15:00-07,101183,68.76
2018-05-05 07:15:00-07,101184,67.59
2018-05-05 07:15:00-07,101185,75.11
2018-05-05 07:15:00-07,101186,62.56
2018-05-05 07:15:00-07,101187,63
2018-05-05 07:20:00-07,100890,55.6
2018-05-05 07:20:00-07,100892,62.36
2018-05-05 07:20:00-07,100893,62.16
2018-05-05 07:20:00-07,100895,46.25
2018-05-05 07:20:00-07,100897,55.13
2018-05-05 07:20:00-07,100898,58.58
2018-05-05 07:20:00-07,100899,61.05
2018-05-05 07:20:00-07,100900,60.56
2018-05-05 07:20:00-07,100901,60.85
2018-05-05 07:20:00-07,100902,65.2
2018-05-05 07:20:00-07,100903,51.55
2018-05-05 07:20:00-07,101137,53.5
2018-05-05 07:20:00-07,101138,55.12
2018-05-05 07:20:00-07,101139,58.07
2018-05-05 07:20:00-07,101140,57.82
2018-05-05 07:20:00-07,101141,58.43
2018-05-05 07:20:00-07,101142,61.37
2018-05-05 07:20:00-07,101143,58.43
2018-05-05 07:20:00-07,101144,59.53
2018-05-05 07:20:00-07,101145,64.76
2018-05-05 07:20:00-07,101150,56.74
2018-05-05 07:20:00-07,101151,58.67
2018-05-05 07:20:00-07,101152,64.45
2018-05-05 07:20:00-07,101153,59.29
2018-05-05 07:20:00-07,101154,59.67
2018-05-05 07:20:00-07,101155,62.81
2018-05-05 07:20:00-07,101156,59.82
2018-05-05 07:20:00-07,101157,61.43
2018-05-05 07:20:00-07,101158,65.88
2018-05-05 07:20:00-07,101160,62.78
2018-05-05 07:20:00-07,101161,68.75
2018-05-05 07:20:00-07,101162,49
2018-05-05 07:20:00-07,101163,60
2018-05-05 07:20:00-07,101164,65
2018-05-05 07:20:00-07,101165,65
2018-05-05 07:20:00-07,101166,62.92
2018-05-05 07:20:00-07,101167,67.22
2018-05-05 07:20:00-07,101168,64.78
2018-05-05 07:20:00-07,101169,66.69
2018-05-05 07:20:00-07,101170,69.71
2018-05-05 07:20:00-07,101171,60.8
2018-05-05 07:20:00-07,101172,62.62
2018-05-05 07:20:00-07,101173,69.86
2018-05-05 07:20:00-07,101174,64
2018-05-05 07:20:00-07,101175,67
2018-05-05 07:20:00-07,101176,74
2018-05-05 07:20:00-07,101177,70
2018-05-05 07:20:00-07,101178,75
2018-05-05 07:20:00-07,101179,75
2018-05-05 07:20:00-07,101180,67
2018-05-05 07:20:00-07,101181,65
2018-05-05 07:20:00-07,101182,69
2018-05-05 07:20:00-07,101183,64
2018-05-05 07:20:00-07,101184,66
2018-05-05 07:20:00-07,101185,72.5
2018-05-05 07:20:00-07,101186,63.67
2018-05-05 07:20:00-07,101187,
2018-05-05 07:25:00-07,100890,46.78
2018-05-05 07:25:00-07,100892,64.03
2018-05-05 07:25:00-07,100893,59.56
2018-05-05 07:25:00-07,100895,47.79
2018-05-05 07:25:00-07,100897,55
2018-05-05 07:25:00-07,100898,60.53
2018-05-05 07:25:00-07,100899,62.88
2018-05-05 07:25:00-07,100900,63
2018-05-05 07:25:00-07,100901,61.75
2018-05-05 07:25:00-07,100902,65.78
2018-05-05 07:25:00-07,100903,54.21
2018-05-05 07:25:00-07,101137,55.92
2018-05-05 07:25:00-07,101138,55.56
2018-05-05 07:25:00-07,101139,59.44
2018-05-05 07:25:00-07,101140,60.93
2018-05-05 07:25:00-07,101141,58.36
2018-05-05 07:25:00-07,101142,62.28
2018-05-05 07:25:00-07,101143,58.48
2018-05-05 07:25:00-07,101144,59.88
2018-05-05 07:25:00-07,101145,62.25
2018-05-05 07:25:00-07,101150,59.04
2018-05-05 07:25:00-07,101151,63.82
2018-05-05 07:25:00-07,101152,66.88
2018-05-05 07:25:00-07,101153,59.97
2018-05-05 07:25:00-07,101154,64.48
2018-05-05 07:25:00-07,101155,67.03
2018-05-05 07:25:00-07,101156,58.05
2018-05-05 07:25:00-07,101157,59
2018-05-05 07:25:00-07,101158,64.72
2018-05-05 07:25:00-07,101160,68.21
2018-05-05 07:25:00-07,101161,70.18
2018-05-05 07:25:00-07,101162,54.29
2018-05-05 07:25:00-07,101163,58.77
2018-05-05 07:25:00-07,101164,68
2018-05-05 07:25:00-07,101165,62.17
2018-05-05 07:25:00-07,101166,63.17
2018-05-05 07:25:00-07,101167,69.7
2018-05-05 07:25:00-07,101168,61.73
2018-05-05 07:25:00-07,101169,68.88
2018-05-05 07:25:00-07,101170,76
2018-05-05 07:25:00-07,101171,62
2018-05-05 07:25:00-07,101172,64.87
2018-05-05 07:25:00-07,101173,72.11
2018-05-05 07:25:00-07,101174,62.5
2018-05-05 07:25:00-07,101175,68.06
2018-05-05 07:25:00-07,101176,79.14
2018-05-05 07:25:00-07,101177,62.92
2018-05-05 07:25:00-07,101178,71.66
2018-05-05 07:25:00-07,101179,71.5
2018-05-05 07:25:00-07,101180,65.94
2018-05-05 07:25:00-07,101181,65.81
2018-05-05 07:25:00-07,101182,69.5
2018-05-05 07:25:00-07,101183,69.3
2018-05-05 07:25:00-07,101184,72.18
2018-05-05 07:25:00-07,101185,82
2018-05-05 07:25:00-07,101186,65.64
2018-05-05 07:25:00-07,101187,75.2
2018-05-05 07:30:00-07,100890,50.23
2018-05-05 07:30:00-07,100892,63.62
2018-05-05 07:30:00-07,100893,63.31
2018-05-05 07:30:00-07,100895,48.14
2018-05-05 07:30:00-07,100897,55.63
2018-05-05 07:30:00-07,100898,57.27
2018-05-05 07:30:00-07,100899,63.94
2018-05-05 07:30:00-07,100900,61.03
2018-05-05 07:30:00-07,100901,60.83
2018-05-05 07:30:00-07,100902,64.74
2018-05-05 07:30:00-07,100903,54.22
2018-05-05 07:30:00-07,101137,52.82
2018-05-05 07:30:00-07,101138,58.31
2018-05-05 07:30:00-07,101139,61.06
2018-05-05 07:30:00-07,101140,59.56
2018-05-05 07:30:00-07,101141,59.85
2018-05-05 07:30:00-07,101142,65.78
2018-05-05 07:30:00-07,101143,58.31
2018-05-05 07:30:00-07,101144,61.79
2018-05-05 07:30:00-07,101145,63.94
2018-05-05 07:30:00-07,101150,59.23
2018-05-05 07:30:00-07,101151,66.45
2018-05-05 07:30:00-07,101152,69.36
2018-05-05 07:30:00-07,101153,58.75
2018-05-05 07:30:00-07,101154,63.43
2018-05-05 07:30:00-07,101155,65.67
2018-05-05 07:30:00-07,101156,60.56
2018-05-05 07:30:00-07,101157,60.62
2018-05-05 07:30:00-07,101158,67.09
2018-05-05 07:30:00-07,101160,66.36
2018-05-05 07:30:00-07,101161,69
2018-05-05 07:30:00-07,101162,51.4
2018-05-05 07:30:00-07,101163,61.29
2018-05-05 07:30:00-07,101164,63.89
2018-05-05 07:30:00-07,101165,61.4
2018-05-05 07:30:00-07,101166,63.58
2018-05-05 07:30:00-07,101167,68.38
2018-05-05 07:30:00-07,101168,65
2018-05-05 07:30:00-07,101169,66.57
2018-05-05 07:30:00-07,101170,75.78
2018-05-05 07:30:00-07,101171,54.18
2018-05-05 07:30:00-07,101172,62.43
2018-05-05 07:30:00-07,101173,71.44
2018-05-05 07:30:00-07,101174,61.13
2018-05-05 07:30:00-07,101175,66
2018-05-05 07:30:00-07,101176,71.64
2018-05-05 07:30:00-07,101177,73.6
2018-05-05 07:30:00-07,101178,72.5
2018-05-05 07:30:00-07,101179,84
2018-05-05 07:30:00-07,101180,65
2018-05-05 07:30:00-07,101181,68.11
2018-05-05 07:30:00-07,101182,75.88
2018-05-05 07:30:00-07,101183,63
2018-05-05 07:30:00-07,101184,72.83
2018-05-05 07:30:00-07,101185,
2018-05-05 07:30:00-07,101186,63.5
2018-05-05 07:30:00-07,101187,
2018-05-05 07:35:00-07,100890,40.31
2018-05-05 07:35:00-07,100892,64.32
2018-05-05 07:35:00-07,100893,62.91
2018-05-05 07:35:00-07,100895,47.03
2018-05-05 07:35:00-07,100897,57.83
2018-05-05 07:35:00-07,100898,61.04
2018-05-05 07:35:00-07,100899,64.04
2018-05-05 07:35:00-07,100900,61.52
2018-05-05 07:35:00-07,100901,59.91
2018-05-05 07:35:00-07,100902,65.45
2018-05-05 07:35:00-07,100903,55
2018-05-05 07:35:00-07,101137,51.95
2018-05-05 07:35:00-07,101138,53.76
2018-05-05 07:35:00-07,101139,59.73
2018-05-05 07:35:00-07,101140,58.18
2018-05-05 07:35:00-07,101141,60.24
2018-05-05 07:35:00-07,101142,62.94
2018-05-05 07:35:00-07,101143,58.55
2018-05-05 07:35:00-07,101144,59.34
2018-05-05 07:35:00-07,101145,62.8
2018-05-05 07:35:00-07,101150,57.34
2018-05-05 07:35:00-07,101151,62.8
2018-05-05 07:35:00-07,101152,66.51
2018-05-05 07:35:00-07,101153,60.61
2018-05-05 07:35:00-07,101154,61.13
2018-05-05 07:35:00-07,101155,66.15
2018-05-05 07:35:00-07,101156,58.41
2018-05-05 07:35:00-07,101157,59.06
2018-05-05 07:35:00-07,101158,65.93
2018-05-05 07:35:00-07,101160,66.81
2018-05-05 07:35:00-07,101161,69.9
2018-05-05 07:35:00-07,101162,51.72
2018-05-05 07:35:00-07,101163,60.54
2018-05-05 07:35:00-07,101164,67.71
2018-05-05 07:35:00-07,101165,64.38
2018-05-05 07:35:00-07,101166,63.02
2018-05-05 07:35:00-07,101167,69.67
2018-05-05 07:35:00-07,101168,64.83
2018-05-05 07:35:00-07,101169,68.54
2018-05-05 07:35:00-07,101170,74.32
2018-05-05 07:35:00-07,101171,60.05
2018-05-05 07:35:00-07,101172,64.08
2018-05-05 07:35:00-07,101173,70.9
2018-05-05 07:35:00-07,101174,64.59
2018-05-05 07:35:00-07,101175,68.12
2018-05-05 07:35:00-07,101176,72
2018-05-05 07:35:00-07,101177,65.62
2018-05-05 07:35:00-07,101178,72.68
2018-05-05 07:35:00-07,101179,72.48
2018-05-05 07:35:00-07,101180,65
2018-05-05 07:35:00-07,101181,65.37
2018-05-05 07:35:00-07,101182,69.3
2018-05-05 07:35:00-07,101183,65.61
2018-05-05 07:35:00-07,101184,68.39
2018-05-05 07:35:00-07,101185,74.5
2018-05-05 07:35:00-07,101186,62.1
2018-05-05 07:35:00-07,101187,64.2
2018-05-05 07:40:00-07,100890,50.81
2018-05-05 07:40:00-07,100892,63.61
2018-05-05 07:40:00-07,100893,60.45
2018-05-05 07:40:00-07,100895,46.71
2018-05-05 07:40:00-07,100897,56.04
2018-05-05 07:40:00-07,100898,60.3
2018-05-05 07:40:00-07,100899,63.37
2018-05-05 07:40:00-07,100900,60.69
2018-05-05 07:40:00-07,100901,62.42
2018-05-05 07:40:00-07,100902,66.25
2018-05-05 07:40:00-07,100903,53.29
2018-05-05 07:40:00-07,101137,58
2018-05-05 07:40:00-07,101138,54.19
2018-05-05 07:40:00-07,101139,55.59
2018-05-05 07:40:00-07,101140,57.15
2018-05-05 07:40:00-07,101141,57.47
2018-05-05 07:40:00-07,101142,61.3
2018-05-05 07:40:00-07,101143,57.88
2018-05-05 07:40:00-07,101144,60.06
2018-05-05 07:40:00-07,101145,61.82
2018-05-05 07:40:00-07,101150,54.74
2018-05-05 07:40:00-07,101151,60.53
2018-05-05 07:40:00-07,101152,67.57
2018-05-05 07:40:00-07,101153,70.55
2018-05-05 07:40:00-07,101154,63.5
2018-05-05 07:40:00-07,101155,67.3
2018-05-05 07:40:00-07,101156,59.33
2018-05-05 07:40:00-07,101157,62.87
2018-05-05 07:40:00-07,101158,65.45
2018-05-05 07:40:00-07,101160,69.92
2018-05-05 07:40:00-07,101161,66.5
2018-05-05 07:40:00-07,101162,57
2018-05-05 07:40:00-07,101163,60.75
2018-05-05 07:40:00-07,101164,68
2018-05-05 07:40:00-07,101165,62.5
2018-05-05 07:40:00-07,101166,72.45
2018-05-05 07:40:00-07,101167,72.38
2018-05-05 07:40:00-07,101168,62
2018-05-05 07:40:00-07,101169,65.33
2018-05-05 07:40:00-07,101170,73.31
2018-05-05 07:40:00-07,101171,57
2018-05-05 07:40:00-07,101172,61.13
2018-05-05 07:40:00-07,101173,69.92
2018-05-05 07:40:00-07,101174,66.2
2018-05-05 07:40:00-07,101175,67.67
2018-05-05 07:40:00-07,101176,74
2018-05-05 07:40:00-07,101177,64
2018-05-05 07:40:00-07,101178,72.29
2018-05-05 07:40:00-07,101179,63
2018-05-05 07:40:00-07,101180,65.8
2018-05-05 07:40:00-07,101181,68.63
2018-05-05 07:40:00-07,101182,72
2018-05-05 07:40:00-07,101183,66
2018-05-05 07:40:00-07,101184,69.75
2018-05-05 07:40:00-07,101185,66
2018-05-05 07:40:00-07,101186,58
2018-05-05 07:40:00-07,101187,
2018-05-05 07:45:00-07,100890,52.37
2018-05-05 07:45:00-07,100892,64.9
2018-05-05 07:45:00-07,100893,64.81
2018-05-05 07:45:00-07,100895,48.75
2018-05-05 07:45:00-07,100897,55.47
2018-05-05 07:45:00-07,100898,60.34
2018-05-05 07:45:00-07,100899,65.11
2018-05-05 07:45:00-07,100900,60.71
2018-05-05 07:45:00-07,100901,59.99
2018-05-05 07:45:00-07,100902,66.23
2018-05-05 07:45:00-07,100903,54.57
2018-05-05 07:45:00-07,101137,52.42
2018-05-05 07:45:00-07,101138,53.14
2018-05-05 07:45:00-07,101139,56.21
2018-05-05 07:45:00-07,101140,57.8
2018-05-05 07:45:00-07,101141,58.26
2018-05-05 07:45:00-07,101142,61.49
2018-05-05 07:45:00-07,101143,59.06
2018-05-05 07:45:00-07,101144,60.34
2018-05-05 07:45:00-07,101145,64.64
2018-05-05 07:45:00-07,101150,58
2018-05-05 07:45:00-07,101151,66.82
2018-05-05 07:45:00-07,101152,69.47
2018-05-05 07:45:00-07,101153,64
2018-05-05 07:45:00-07,101154,64.11
2018-05-05 07:45:00-07,101155,70.11
2018-05-05 07:45:00-07,101156,58.19
2018-05-05 07:45:00-07,101157,60.06
2018-05-05 07:45:00-07,101158,65.37
2018-05-05 07:45:00-07,101160,65.8
2018-05-05 07:45:00-07,101161,68.5
2018-05-05 07:45:00-07,101162,45.58
2018-05-05 07:45:00-07,101163,56
2018-05-05 07:45:00-07,101164,64.11
2018-05-05 07:45:00-07,101165,66.22
2018-05-05 07:45:00-07,101166,66.55
2018-05-05 07:45:00-07,101167,71.19
2018-05-05 07:45:00-07,101168,68.47
2018-05-05 07:45:00-07,101169,69.18
2018-05-05 07:45:00-07,101170,76.45
2018-05-05 07:45:00-07,101171,65.73
2018-05-05 07:45:00-07,101172,65.37
2018-05-05 07:45:00-07,101173,73.95
2018-05-05 07:45:00-07,101174,66.5
2018-05-05 07:45:00-07,101175,68.73
2018-05-05 07:45:00-07,101176,75.21
2018-05-05 07:45:00-07,101177,62.46
2018-05-05 07:45:00-07,101178,67.76
2018-05-05 07:45:00-07,101179,75.14
2018-05-05 07:45:00-07,101180,65.64
2018-05-05 07:45:00-07,101181,64.76
2018-05-05 07:45:00-07,101182,68.67
2018-05-05 07:45:00-07,101183,61.57
2018-05-05 07:45:00-07,101184,73.71
