starttime,detector_id,speed
2018-05-05 10:55:00-07,101175,67.48
2018-05-05 10:55:00-07,101176,71.88
2018-05-05 10:55:00-07,101177,66.23
2018-05-05 10:55:00-07,101178,73.25
2018-05-05 10:55:00-07,101179,73.56
2018-05-05 10:55:00-07,101180,66.35
2018-05-05 10:55:00-07,101181,68.08
2018-05-05 10:55:00-07,101182,71.65
2018-05-05 10:55:00-07,101183,69.35
2018-05-05 10:55:00-07,101184,69.56
2018-05-05 10:55:00-07,101185,71.71
2018-05-05 10:55:00-07,101186,62.9
2018-05-05 10:55:00-07,101187,69.07
2018-05-05 11:00:00-07,100890,53.03
2018-05-05 11:00:00-07,100891,51.6
2018-05-05 11:00:00-07,100892,55.58
2018-05-05 11:00:00-07,100893,47.78
2018-05-05 11:00:00-07,100895,43.4
2018-05-05 11:00:00-07,100897,43.58
2018-05-05 11:00:00-07,100898,44.79
2018-05-05 11:00:00-07,100899,50.16
2018-05-05 11:00:00-07,100900,52.09
2018-05-05 11:00:00-07,100901,53.15
2018-05-05 11:00:00-07,100902,57.06
2018-05-05 11:00:00-07,100903,53.98
2018-05-05 11:00:00-07,101137,42.89
2018-05-05 11:00:00-07,101138,42.09
2018-05-05 11:00:00-07,101139,43.14
2018-05-05 11:00:00-07,101140,31.14
2018-05-05 11:00:00-07,101141,38.67
2018-05-05 11:00:00-07,101142,35.45
2018-05-05 11:00:00-07,101143,33.32
2018-05-05 11:00:00-07,101144,26.09
2018-05-05 11:00:00-07,101145,25.39
2018-05-05 11:00:00-07,101150,47.41
2018-05-05 11:00:00-07,101151,52.5
2018-05-05 11:00:00-07,101152,56.54
2018-05-05 11:00:00-07,101153,25.86
2018-05-05 11:00:00-07,101154,28.28
2018-05-05 11:00:00-07,101155,28.81
2018-05-05 11:00:00-07,101156,51.42
2018-05-05 11:00:00-07,101157,53.44
2018-05-05 11:00:00-07,101158,56.1
2018-05-05 11:00:00-07,101160,67.16
2018-05-05 11:00:00-07,101161,67.62
2018-05-05 11:00:00-07,101162,56.23
2018-05-05 11:00:00-07,101163,60.5
2018-05-05 11:00:00-07,101164,64.75
2018-05-05 11:00:00-07,101165,59.71
2018-05-05 11:00:00-07,101166,61.77
2018-05-05 11:00:00-07,101167,67
2018-05-05 11:00:00-07,101168,64.74
2018-05-05 11:00:00-07,101169,65.98
2018-05-05 11:00:00-07,101170,74.12
2018-05-05 11:00:00-07,101171,61.92
2018-05-05 11:00:00-07,101172,63.08
2018-05-05 11:00:00-07,101173,69.67
2018-05-05 11:00:00-07,101174,64.51
2018-05-05 11:00:00-07,101175,68.43
2018-05-05 11:00:00-07,101176,72.96
2018-05-05 11:00:00-07,101177,56.35
2018-05-05 11:00:00-07,101178,61.06
2018-05-05 11:00:00-07,101179,61.82
2018-05-05 11:00:00-07,101180,66.21
2018-05-05 11:00:00-07,101181,66.43
2018-05-05 11:00:00-07,101182,70.17
2018-05-05 11:00:00-07,101183,67.91
2018-05-05 11:00:00-07,101184,70.55
2018-05-05 11:00:00-07,101185,71.56
2018-05-05 11:00:00-07,101186,62.77
2018-05-05 11:00:00-07,101187,66.12
2018-05-05 11:05:00-07,100890,42.65
2018-05-05 11:05:00-07,100891,38.73
2018-05-05 11:05:00-07,100892,32.37
2018-05-05 11:05:00-07,100893,32.67
2018-05-05 11:05:00-07,100895,42.81
2018-05-05 11:05:00-07,100897,46.53
2018-05-05 11:05:00-07,100898,49.73
2018-05-05 11:05:00-07,100899,53.91
2018-05-05 11:05:00-07,100900,34.7
2018-05-05 11:05:00-07,100901,37.06
2018-05-05 11:05:00-07,100902,44.09
2018-05-05 11:05:00-07,100903,54.05
2018-05-05 11:05:00-07,101137,38.65
2018-05-05 11:05:00-07,101138,35.52
2018-05-05 11:05:00-07,101139,37.3
2018-05-05 11:05:00-07,101140,29
2018-05-05 11:05:00-07,101141,26.91
2018-05-05 11:05:00-07,101142,29.56
2018-05-05 11:05:00-07,101143,35.23
2018-05-05 11:05:00-07,101144,28.72
2018-05-05 11:05:00-07,101145,28.79
2018-05-05 11:05:00-07,101150,36.35
2018-05-05 11:05:00-07,101151,49.28
2018-05-05 11:05:00-07,101152,53.74
2018-05-05 11:05:00-07,101153,27.89
2018-05-05 11:05:00-07,101154,29.24
2018-05-05 11:05:00-07,101155,31.94
2018-05-05 11:05:00-07,101156,34.21
2018-05-05 11:05:00-07,101157,34.94
2018-05-05 11:05:00-07,101158,37.89
2018-05-05 11:05:00-07,101160,68.72
2018-05-05 11:05:00-07,101161,68.84
2018-05-05 11:05:00-07,101162,54.62
2018-05-05 11:05:00-07,101163,58.84
2018-05-05 11:05:00-07,101164,64.29
2018-05-05 11:05:00-07,101165,62.38
2018-05-05 11:05:00-07,101166,62.02
2018-05-05 11:05:00-07,101167,65.9
2018-05-05 11:05:00-07,101168,64.35
2018-05-05 11:05:00-07,101169,66.98
2018-05-05 11:05:00-07,101170,71.09
2018-05-05 11:05:00-07,101171,61.79
2018-05-05 11:05:00-07,101172,62.63
2018-05-05 11:05:00-07,101173,68.21
2018-05-05 11:05:00-07,101174,64.21
2018-05-05 11:05:00-07,101175,66.21
2018-05-05 11:05:00-07,101176,72.1
2018-05-05 11:05:00-07,101177,64.77
2018-05-05 11:05:00-07,101178,71.12
2018-05-05 11:05:00-07,101179,72.44
2018-05-05 11:05:00-07,101180,65.34
2018-05-05 11:05:00-07,101181,64.2
2018-05-05 11:05:00-07,101182,68.53
2018-05-05 11:05:00-07,101183,63.44
2018-05-05 11:05:00-07,101184,67.28
2018-05-05 11:05:00-07,101185,71.91
2018-05-05 11:05:00-07,101186,60.98
2018-05-05 11:05:00-07,101187,66.4
2018-05-05 11:10:00-07,100890,44.56
2018-05-05 11:10:00-07,100891,51.38
2018-05-05 11:10:00-07,100892,57.23
2018-05-05 11:10:00-07,100893,54.87
2018-05-05 11:10:00-07,100895,44.31
2018-05-05 11:10:00-07,100897,45.82
2018-05-05 11:10:00-07,100898,48.84
2018-05-05 11:10:00-07,100899,49.84
2018-05-05 11:10:00-07,100900,33.1
2018-05-05 11:10:00-07,100901,30
2018-05-05 11:10:00-07,100902,29.54
2018-05-05 11:10:00-07,100903,55.72
2018-05-05 11:10:00-07,101137,36.04
2018-05-05 11:10:00-07,101138,38.14
2018-05-05 11:10:00-07,101139,36.56
2018-05-05 11:10:00-07,101140,36.27
2018-05-05 11:10:00-07,101141,24.47
2018-05-05 11:10:00-07,101142,35.68
2018-05-05 11:10:00-07,101143,42.88
2018-05-05 11:10:00-07,101144,38.75
2018-05-05 11:10:00-07,101145,33.41
2018-05-05 11:10:00-07,101150,46.78
2018-05-05 11:10:00-07,101151,53.43
2018-05-05 11:10:00-07,101152,56.48
2018-05-05 11:10:00-07,101153,30.58
2018-05-05 11:10:00-07,101154,30
2018-05-05 11:10:00-07,101155,32.55
2018-05-05 11:10:00-07,101156,27.13
2018-05-05 11:10:00-07,101157,25.38
2018-05-05 11:10:00-07,101158,31
2018-05-05 11:10:00-07,101160,67.33
2018-05-05 11:10:00-07,101161,71.88
2018-05-05 11:10:00-07,101162,53
2018-05-05 11:10:00-07,101163,63.33
2018-05-05 11:10:00-07,101164,66.23
2018-05-05 11:10:00-07,101165,58.26
2018-05-05 11:10:00-07,101166,58.32
2018-05-05 11:10:00-07,101167,65.96
2018-05-05 11:10:00-07,101168,62.71
2018-05-05 11:10:00-07,101169,66.06
2018-05-05 11:10:00-07,101170,71.23
2018-05-05 11:10:00-07,101171,60.9
2018-05-05 11:10:00-07,101172,63.19
2018-05-05 11:10:00-07,101173,68
2018-05-05 11:10:00-07,101174,61.5
2018-05-05 11:10:00-07,101175,66.18
2018-05-05 11:10:00-07,101176,72
2018-05-05 11:10:00-07,101177,60
2018-05-05 11:10:00-07,101178,67.35
2018-05-05 11:10:00-07,101179,73.86
2018-05-05 11:10:00-07,101180,62.46
2018-05-05 11:10:00-07,101181,64.44
2018-05-05 11:10:00-07,101182,73
2018-05-05 11:10:00-07,101183,70.2
2018-05-05 11:10:00-07,101184,67.92
2018-05-05 11:10:00-07,101185,70.17
2018-05-05 11:10:00-07,101186,63.89
2018-05-05 11:10:00-07,101187,68
2018-05-05 11:15:00-07,100890,54.13
2018-05-05 11:15:00-07,100891,52.17
2018-05-05 11:15:00-07,100892,57.15
2018-05-05 11:15:00-07,100893,54.03
2018-05-05 11:15:00-07,100895,43.06
2018-05-05 11:15:00-07,100897,47.07
2018-05-05 11:15:00-07,100898,49.21
2018-05-05 11:15:00-07,100899,53.07
2018-05-05 11:15:00-07,100900,31.46
2018-05-05 11:15:00-07,100901,31.37
2018-05-05 11:15:00-07,100902,33.52
2018-05-05 11:15:00-07,100903,54
2018-05-05 11:15:00-07,101137,42.74
2018-05-05 11:15:00-07,101138,42.2
2018-05-05 11:15:00-07,101139,43.58
2018-05-05 11:15:00-07,101140,33.42
2018-05-05 11:15:00-07,101141,32.59
2018-05-05 11:15:00-07,101142,30.8
2018-05-05 11:15:00-07,101143,35.96
2018-05-05 11:15:00-07,101144,27
2018-05-05 11:15:00-07,101145,25.02
2018-05-05 11:15:00-07,101150,41.72
2018-05-05 11:15:00-07,101151,50.39
2018-05-05 11:15:00-07,101152,55.65
2018-05-05 11:15:00-07,101153,26.81
2018-05-05 11:15:00-07,101154,28.22
2018-05-05 11:15:00-07,101155,31
2018-05-05 11:15:00-07,101156,23.5
2018-05-05 11:15:00-07,101157,25.07
2018-05-05 11:15:00-07,101158,24.72
2018-05-05 11:15:00-07,101160,65.18
2018-05-05 11:15:00-07,101161,68.22
2018-05-05 11:15:00-07,101162,52.93
2018-05-05 11:15:00-07,101163,57.55
2018-05-05 11:15:00-07,101164,65.5
2018-05-05 11:15:00-07,101165,59.88
2018-05-05 11:15:00-07,101166,59.89
2018-05-05 11:15:00-07,101167,63.34
2018-05-05 11:15:00-07,101168,63.33
2018-05-05 11:15:00-07,101169,66.21
2018-05-05 11:15:00-07,101170,72.05
2018-05-05 11:15:00-07,101171,57.97
2018-05-05 11:15:00-07,101172,60.88
2018-05-05 11:15:00-07,101173,65.58
2018-05-05 11:15:00-07,101174,60.25
2018-05-05 11:15:00-07,101175,67.25
2018-05-05 11:15:00-07,101176,68.65
2018-05-05 11:15:00-07,101177,63.59
2018-05-05 11:15:00-07,101178,71.24
2018-05-05 11:15:00-07,101179,74
2018-05-05 11:15:00-07,101180,67.12
2018-05-05 11:15:00-07,101181,65.49
2018-05-05 11:15:00-07,101182,71.35
2018-05-05 11:15:00-07,101183,67.9
2018-05-05 11:15:00-07,101184,70.64
2018-05-05 11:15:00-07,101185,76.33
2018-05-05 11:15:00-07,101186,64.11
2018-05-05 11:15:00-07,101187,71.18
2018-05-05 11:20:00-07,100890,43.44
2018-05-05 11:20:00-07,100891,43.28
2018-05-05 11:20:00-07,100892,37.61
2018-05-05 11:20:00-07,100893,30.85
2018-05-05 11:20:00-07,100895,43.2
2018-05-05 11:20:00-07,100897,44.55
2018-05-05 11:20:00-07,100898,48.36
2018-05-05 11:20:00-07,100899,50.73
2018-05-05 11:20:00-07,100900,36.19
2018-05-05 11:20:00-07,100901,34.35
2018-05-05 11:20:00-07,100902,34.25
2018-05-05 11:20:00-07,100903,54.23
2018-05-05 11:20:00-07,101137,36.56
2018-05-05 11:20:00-07,101138,38.15
2018-05-05 11:20:00-07,101139,40.38
2018-05-05 11:20:00-07,101140,45
2018-05-05 11:20:00-07,101141,49.88
2018-05-05 11:20:00-07,101142,52.22
2018-05-05 11:20:00-07,101143,24.17
2018-05-05 11:20:00-07,101144,21.77
2018-05-05 11:20:00-07,101145,24.59
2018-05-05 11:20:00-07,101150,46.03
2018-05-05 11:20:00-07,101151,52.06
2018-05-05 11:20:00-07,101152,53.94
2018-05-05 11:20:00-07,101153,35.72
2018-05-05 11:20:00-07,101154,34.67
2018-05-05 11:20:00-07,101155,35.71
2018-05-05 11:20:00-07,101156,18.85
2018-05-05 11:20:00-07,101157,22.32
2018-05-05 11:20:00-07,101158,23.61
2018-05-05 11:20:00-07,101160,63.09
2018-05-05 11:20:00-07,101161,63.33
2018-05-05 11:20:00-07,101162,50.29
2018-05-05 11:20:00-07,101163,56
2018-05-05 11:20:00-07,101164,64.76
2018-05-05 11:20:00-07,101165,63.58
2018-05-05 11:20:00-07,101166,63.73
2018-05-05 11:20:00-07,101167,67.24
2018-05-05 11:20:00-07,101168,63
2018-05-05 11:20:00-07,101169,66.36
2018-05-05 11:20:00-07,101170,76.81
2018-05-05 11:20:00-07,101171,56.86
2018-05-05 11:20:00-07,101172,61.05
2018-05-05 11:20:00-07,101173,65.44
2018-05-05 11:20:00-07,101174,62
2018-05-05 11:20:00-07,101175,62.52
2018-05-05 11:20:00-07,101176,68
2018-05-05 11:20:00-07,101177,66.2
2018-05-05 11:20:00-07,101178,74.74
2018-05-05 11:20:00-07,101179,74
2018-05-05 11:20:00-07,101180,66.36
2018-05-05 11:20:00-07,101181,63.84
2018-05-05 11:20:00-07,101182,67.78
2018-05-05 11:20:00-07,101183,65.5
2018-05-05 11:20:00-07,101184,68.83
2018-05-05 11:20:00-07,101185,71.5
2018-05-05 11:20:00-07,101186,61.42
2018-05-05 11:20:00-07,101187,70.5
2018-05-05 11:25:00-07,100890,36.07
2018-05-05 11:25:00-07,100891,32.35
2018-05-05 11:25:00-07,100892,25.69
2018-05-05 11:25:00-07,100893,17.54
2018-05-05 11:25:00-07,100895,43.19
2018-05-05 11:25:00-07,100897,26.62
2018-05-05 11:25:00-07,100898,33.23
2018-05-05 11:25:00-07,100899,37.83
2018-05-05 11:25:00-07,100900,29.4
2018-05-05 11:25:00-07,100901,24.88
2018-05-05 11:25:00-07,100902,27.25
2018-05-05 11:25:00-07,100903,54.39
2018-05-05 11:25:00-07,101137,22.33
2018-05-05 11:25:00-07,101138,33.04
2018-05-05 11:25:00-07,101139,39.19
2018-05-05 11:25:00-07,101140,19.73
2018-05-05 11:25:00-07,101141,24.85
2018-05-05 11:25:00-07,101142,28.3
2018-05-05 11:25:00-07,101143,23.26
2018-05-05 11:25:00-07,101144,25.56
2018-05-05 11:25:00-07,101145,27.59
2018-05-05 11:25:00-07,101150,32.4
2018-05-05 11:25:00-07,101151,40.16
2018-05-05 11:25:00-07,101152,43.8
2018-05-05 11:25:00-07,101153,34.52
2018-05-05 11:25:00-07,101154,36.32
2018-05-05 11:25:00-07,101155,38.43
2018-05-05 11:25:00-07,101156,27.43
2018-05-05 11:25:00-07,101157,27.27
2018-05-05 11:25:00-07,101158,27.12
2018-05-05 11:25:00-07,101160,49.27
2018-05-05 11:25:00-07,101161,51.45
2018-05-05 11:25:00-07,101162,53.47
2018-05-05 11:25:00-07,101163,59.1
2018-05-05 11:25:00-07,101164,64
2018-05-05 11:25:00-07,101165,59.93
2018-05-05 11:25:00-07,101166,60.59
2018-05-05 11:25:00-07,101167,65.32
2018-05-05 11:25:00-07,101168,63.03
2018-05-05 11:25:00-07,101169,65.15
2018-05-05 11:25:00-07,101170,71.01
2018-05-05 11:25:00-07,101171,59.79
2018-05-05 11:25:00-07,101172,61.36
2018-05-05 11:25:00-07,101173,67.27
2018-05-05 11:25:00-07,101174,63.71
2018-05-05 11:25:00-07,101175,66.49
2018-05-05 11:25:00-07,101176,71.96
2018-05-05 11:25:00-07,101177,64.26
2018-05-05 11:25:00-07,101178,70.55
2018-05-05 11:25:00-07,101179,74.17
2018-05-05 11:25:00-07,101180,65.12
2018-05-05 11:25:00-07,101181,64.56
2018-05-05 11:25:00-07,101182,70.42
2018-05-05 11:25:00-07,101183,68.05
2018-05-05 11:25:00-07,101184,68.45
2018-05-05 11:25:00-07,101185,74.32
2018-05-05 11:25:00-07,101186,61.22
2018-05-05 11:25:00-07,101187,66.25
2018-05-05 11:30:00-07,100890,39.18
2018-05-05 11:30:00-07,100891,35.71
2018-05-05 11:30:00-07,100892,29.53
2018-05-05 11:30:00-07,100893,22.61
2018-05-05 11:30:00-07,100895,35.24
2018-05-05 11:30:00-07,100897,43.97
2018-05-05 11:30:00-07,100898,47.25
2018-05-05 11:30:00-07,100899,46.08
2018-05-05 11:30:00-07,100900,33.07
2018-05-05 11:30:00-07,100901,30.3
2018-05-05 11:30:00-07,100902,27.48
2018-05-05 11:30:00-07,100903,51.48
2018-05-05 11:30:00-07,101137,14.95
2018-05-05 11:30:00-07,101138,38.32
2018-05-05 11:30:00-07,101139,39.27
2018-05-05 11:30:00-07,101140,18
2018-05-05 11:30:00-07,101141,18
2018-05-05 11:30:00-07,101142,22.92
2018-05-05 11:30:00-07,101143,28
2018-05-05 11:30:00-07,101144,18.5
2018-05-05 11:30:00-07,101145,17.04
2018-05-05 11:30:00-07,101150,42.71
2018-05-05 11:30:00-07,101151,44.27
2018-05-05 11:30:00-07,101152,48.18
2018-05-05 11:30:00-07,101153,25.15
2018-05-05 11:30:00-07,101154,30.31
2018-05-05 11:30:00-07,101155,33.3
2018-05-05 11:30:00-07,101156,32.81
2018-05-05 11:30:00-07,101157,33.55
2018-05-05 11:30:00-07,101158,34.59
2018-05-05 11:30:00-07,101160,51
2018-05-05 11:30:00-07,101161,64.33
2018-05-05 11:30:00-07,101162,56
2018-05-05 11:30:00-07,101163,63
2018-05-05 11:30:00-07,101164,65.67
2018-05-05 11:30:00-07,101165,65.25
2018-05-05 11:30:00-07,101166,63.11
2018-05-05 11:30:00-07,101167,66.17
2018-05-05 11:30:00-07,101168,68.8
2018-05-05 11:30:00-07,101169,67.45
2018-05-05 11:30:00-07,101170,74.21
2018-05-05 11:30:00-07,101171,61.33
2018-05-05 11:30:00-07,101172,63.26
2018-05-05 11:30:00-07,101173,70
2018-05-05 11:30:00-07,101174,63.1
2018-05-05 11:30:00-07,101175,64.96
2018-05-05 11:30:00-07,101176,73.06
2018-05-05 11:30:00-07,101177,60.86
2018-05-05 11:30:00-07,101178,71.75
2018-05-05 11:30:00-07,101179,73.6
2018-05-05 11:30:00-07,101180,63.22
2018-05-05 11:30:00-07,101181,65.53
2018-05-05 11:30:00-07,101182,72
2018-05-05 11:30:00-07,101183,65.56
2018-05-05 11:30:00-07,101184,70.54
2018-05-05 11:30:00-07,101185,73
2018-05-05 11:30:00-07,101186,62.91
2018-05-05 11:30:00-07,101187,65.5
2018-05-05 11:35:00-07,100890,38.8
2018-05-05 11:35:00-07,100891,27.22
2018-05-05 11:35:00-07,100892,18.56
2018-05-05 11:35:00-07,100893,14.74
2018-05-05 11:35:00-07,100895,20.83
2018-05-05 11:35:00-07,100897,44.16
2018-05-05 11:35:00-07,100898,46.12
2018-05-05 11:35:00-07,100899,47.58
2018-05-05 11:35:00-07,100900,33.35
2018-05-05 11:35:00-07,100901,28.67
2018-05-05 11:35:00-07,100902,31.84
2018-05-05 11:35:00-07,100903,55.14
2018-05-05 11:35:00-07,101137,25.87
2018-05-05 11:35:00-07,101138,36.86
2018-05-05 11:35:00-07,101139,39.25
2018-05-05 11:35:00-07,101140,25.14
2018-05-05 11:35:00-07,101141,24.13
2018-05-05 11:35:00-07,101142,21.65
2018-05-05 11:35:00-07,101143,25.21
2018-05-05 11:35:00-07,101144,20.01
2018-05-05 11:35:00-07,101145,17.77
2018-05-05 11:35:00-07,101150,46.84
2018-05-05 11:35:00-07,101151,50.54
2018-05-05 11:35:00-07,101152,51.07
2018-05-05 11:35:00-07,101153,27.04
2018-05-05 11:35:00-07,101154,27.98
2018-05-05 11:35:00-07,101155,30.95
2018-05-05 11:35:00-07,101156,30.14
2018-05-05 11:35:00-07,101157,29.24
2018-05-05 11:35:00-07,101158,26.24
2018-05-05 11:35:00-07,101160,66.9
2018-05-05 11:35:00-07,101161,69.42
2018-05-05 11:35:00-07,101162,54
2018-05-05 11:35:00-07,101163,60.58
2018-05-05 11:35:00-07,101164,65.75
2018-05-05 11:35:00-07,101165,60.32
2018-05-05 11:35:00-07,101166,61.16
2018-05-05 11:35:00-07,101167,64.9
2018-05-05 11:35:00-07,101168,62.32
2018-05-05 11:35:00-07,101169,64.32
2018-05-05 11:35:00-07,101170,70.07
2018-05-05 11:35:00-07,101171,59.45
2018-05-05 11:35:00-07,101172,62.17
2018-05-05 11:35:00-07,101173,66.39
2018-05-05 11:35:00-07,101174,63.11
2018-05-05 11:35:00-07,101175,65.69
2018-05-05 11:35:00-07,101176,71.38
2018-05-05 11:35:00-07,101177,64.6
2018-05-05 11:35:00-07,101178,69.93
2018-05-05 11:35:00-07,101179,73.11
2018-05-05 11:35:00-07,101180,65.11
2018-05-05 11:35:00-07,101181,64.6
2018-05-05 11:35:00-07,101182,69.78
2018-05-05 11:35:00-07,101183,66.45
2018-05-05 11:35:00-07,101184,68.31
2018-05-05 11:35:00-07,101185,74.3
2018-05-05 11:35:00-07,101186,62.04
2018-05-05 11:35:00-07,101187,70.17
2018-05-05 11:40:00-07,100890,29.11
2018-05-05 11:40:00-07,100891,29.25
2018-05-05 11:40:00-07,100892,18.52
2018-05-05 11:40:00-07,100893,20.11
2018-05-05 11:40:00-07,100895,18.86
2018-05-05 11:40:00-07,100897,29.71
2018-05-05 11:40:00-07,100898,33.97
2018-05-05 11:40:00-07,100899,40
2018-05-05 11:40:00-07,100900,19.95
2018-05-05 11:40:00-07,100901,20.41
2018-05-05 11:40:00-07,100902,20.67
2018-05-05 11:40:00-07,100903,53.52
2018-05-05 11:40:00-07,101137,19.7
2018-05-05 11:40:00-07,101138,34.53
2018-05-05 11:40:00-07,101139,37.95
2018-05-05 11:40:00-07,101140,33.79
2018-05-05 11:40:00-07,101141,22.42
2018-05-05 11:40:00-07,101142,21.52
2018-05-05 11:40:00-07,101143,29.65
2018-05-05 11:40:00-07,101144,24.62
2018-05-05 11:40:00-07,101145,22.65
2018-05-05 11:40:00-07,101150,20.5
2018-05-05 11:40:00-07,101151,24.96
2018-05-05 11:40:00-07,101152,25.86
2018-05-05 11:40:00-07,101153,35.04
2018-05-05 11:40:00-07,101154,36.6
2018-05-05 11:40:00-07,101155,37.67
2018-05-05 11:40:00-07,101156,22.37
2018-05-05 11:40:00-07,101157,17.59
2018-05-05 11:40:00-07,101158,17.89
2018-05-05 11:40:00-07,101160,61.45
2018-05-05 11:40:00-07,101161,62.65
2018-05-05 11:40:00-07,101162,56.69
2018-05-05 11:40:00-07,101163,58.64
2018-05-05 11:40:00-07,101164,64.03
2018-05-05 11:40:00-07,101165,61.89
2018-05-05 11:40:00-07,101166,60.48
2018-05-05 11:40:00-07,101167,66.98
2018-05-05 11:40:00-07,101168,64.49
2018-05-05 11:40:00-07,101169,64.69
2018-05-05 11:40:00-07,101170,71.54
2018-05-05 11:40:00-07,101171,58.78
2018-05-05 11:40:00-07,101172,61.95
2018-05-05 11:40:00-07,101173,67.55
2018-05-05 11:40:00-07,101174,63.41
2018-05-05 11:40:00-07,101175,65.6
2018-05-05 11:40:00-07,101176,70.68
2018-05-05 11:40:00-07,101177,65
2018-05-05 11:40:00-07,101178,69.94
2018-05-05 11:40:00-07,101179,72.45
2018-05-05 11:40:00-07,101180,62.93
2018-05-05 11:40:00-07,101181,64.58
2018-05-05 11:40:00-07,101182,70.18
2018-05-05 11:40:00-07,101183,65.95
2018-05-05 11:40:00-07,101184,68.83
2018-05-05 11:40:00-07,101185,74.5
2018-05-05 11:40:00-07,101186,63.3
2018-05-05 11:40:00-07,101187,70.07
2018-05-05 11:45:00-07,100890,33.51
2018-05-05 11:45:00-07,100891,25.59
2018-05-05 11:45:00-07,100892,20.47
2018-05-05 11:45:00-07,100893,15.36
2018-05-05 11:45:00-07,100895,18.97
2018-05-05 11:45:00-07,100897,29.24
2018-05-05 11:45:00-07,100898,33.26
2018-05-05 11:45:00-07,100899,37.16
2018-05-05 11:45:00-07,100900,26.54
2018-05-05 11:45:00-07,100901,21.84
2018-05-05 11:45:00-07,100902,23.29
2018-05-05 11:45:00-07,100903,52.93
2018-05-05 11:45:00-07,101137,42.03
2018-05-05 11:45:00-07,101138,40.09
2018-05-05 11:45:00-07,101139,41.08
2018-05-05 11:45:00-07,101140,30.77
2018-05-05 11:45:00-07,101141,20.63
2018-05-05 11:45:00-07,101142,19.13
2018-05-05 11:45:00-07,101143,21.66
2018-05-05 11:45:00-07,101144,18.95
2018-05-05 11:45:00-07,101145,16.09
2018-05-05 11:45:00-07,101150,33.2
2018-05-05 11:45:00-07,101151,36.58
2018-05-05 11:45:00-07,101152,39.29
2018-05-05 11:45:00-07,101153,27.35
2018-05-05 11:45:00-07,101154,27.27
2018-05-05 11:45:00-07,101155,23.2
2018-05-05 11:45:00-07,101156,21.98
2018-05-05 11:45:00-07,101157,20.31
2018-05-05 11:45:00-07,101158,20.21
2018-05-05 11:45:00-07,101160,48.28
2018-05-05 11:45:00-07,101161,51.83
2018-05-05 11:45:00-07,101162,57.78
2018-05-05 11:45:00-07,101163,58.57
2018-05-05 11:45:00-07,101164,63.63
2018-05-05 11:45:00-07,101165,60.89
2018-05-05 11:45:00-07,101166,60.84
2018-05-05 11:45:00-07,101167,66.36
2018-05-05 11:45:00-07,101168,61.61
2018-05-05 11:45:00-07,101169,65.53
2018-05-05 11:45:00-07,101170,72
2018-05-05 11:45:00-07,101171,60.41
2018-05-05 11:45:00-07,101172,63.61
2018-05-05 11:45:00-07,101173,68.52
2018-05-05 11:45:00-07,101174,65.28
2018-05-05 11:45:00-07,101175,66.52
2018-05-05 11:45:00-07,101176,72
2018-05-05 11:45:00-07,101177,69.5
2018-05-05 11:45:00-07,101178,76.02
2018-05-05 11:45:00-07,101179,75.43
2018-05-05 11:45:00-07,101180,67.08
2018-05-05 11:45:00-07,101181,66.08
2018-05-05 11:45:00-07,101182,71.15
2018-05-05 11:45:00-07,101183,66.67
2018-05-05 11:45:00-07,101184,66.79
2018-05-05 11:45:00-07,101185,73
2018-05-05 11:45:00-07,101186,60.82
2018-05-05 11:45:00-07,101187,66.92
2018-05-05 11:50:00-07,100890,31.2
2018-05-05 11:50:00-07,100891,25.48
2018-05-05 11:50:00-07,100892,11.79
2018-05-05 11:50:00-07,100893,11.14
2018-05-05 11:50:00-07,100895,28.89
2018-05-05 11:50:00-07,100897,12.43
2018-05-05 11:50:00-07,100898,19.54
2018-05-05 11:50:00-07,100899,22.86
2018-05-05 11:50:00-07,100900,35.08
2018-05-05 11:50:00-07,100901,33.33
2018-05-05 11:50:00-07,100902,33.13
2018-05-05 11:50:00-07,100903,52.9
2018-05-05 11:50:00-07,101137,43.73
2018-05-05 11:50:00-07,101138,40.79
2018-05-05 11:50:00-07,101139,41.7
2018-05-05 11:50:00-07,101140,34.71
2018-05-05 11:50:00-07,101141,23.32
2018-05-05 11:50:00-07,101142,20.94
2018-05-05 11:50:00-07,101143,27.48
2018-05-05 11:50:00-07,101144,17.74
2018-05-05 11:50:00-07,101145,19.59
2018-05-05 11:50:00-07,101150,21.97
2018-05-05 11:50:00-07,101151,32.42
2018-05-05 11:50:00-07,101152,33.27
2018-05-05 11:50:00-07,101153,27.77
2018-05-05 11:50:00-07,101154,27.65
2018-05-05 11:50:00-07,101155,29.9
2018-05-05 11:50:00-07,101156,25.05
2018-05-05 11:50:00-07,101157,25.37
2018-05-05 11:50:00-07,101158,24.97
2018-05-05 11:50:00-07,101160,58.53
2018-05-05 11:50:00-07,101161,60.59
2018-05-05 11:50:00-07,101162,53.71
2018-05-05 11:50:00-07,101163,59.82
2018-05-05 11:50:00-07,101164,64.38
2018-05-05 11:50:00-07,101165,61.83
2018-05-05 11:50:00-07,101166,61.31
2018-05-05 11:50:00-07,101167,67.61
2018-05-05 11:50:00-07,101168,62.45
2018-05-05 11:50:00-07,101169,65.57
2018-05-05 11:50:00-07,101170,71.05
2018-05-05 11:50:00-07,101171,60.7
2018-05-05 11:50:00-07,101172,62.77
2018-05-05 11:50:00-07,101173,67.69
2018-05-05 11:50:00-07,101174,62.66
2018-05-05 11:50:00-07,101175,65.66
