Actual Clear Date Time,Beginning Latitude,Beginning Longitude,Closure Duration,Closure Involved Flag,Command Area District Identifier,Create Date Time,Direction,Ending Latitude,Ending Longitude,Event Duration,Event From Mile Point Number,Event Identifier,Event Planned Flag,Event Sub Type Name,Event To Milepoint Number,Highway Name,Is Re Opened Flag,LRM End Point,LRM,Last Close Date Time,Number of Records,Original Close Date Time,Planned Event End Date,Planned Event Start Date,Recovery Begin Time,Road Identifier,Roadway Clearance Duration,Route Number,Travel Lanes Affected Count,Weekday
7/1/2017 5:01:28 PM,45.57935,-122.11921,,False,2C,7/1/2017 3:15:12 PM,WB,,,6376,31.3,17T061635,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,7/1/2017 5:01:28 PM,1,7/1/2017 5:01:28 PM,,,,2,,I-84,,Saturday
4/29/2017 1:07:16 PM,45.57935,-122.11921,,False,2C,4/29/2017 1:02:50 PM,WB,,,266,31.3,17T042864,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,4/29/2017 1:07:16 PM,1,4/29/2017 1:07:16 PM,,,,2,,I-84,,Saturday
4/22/2017 1:53:31 PM,45.57935,-122.11921,,False,2C,4/22/2017 1:48:13 PM,WB,,,318,31.3,17T041132,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,4/22/2017 1:53:31 PM,1,4/22/2017 1:53:31 PM,,,,2,,I-84,,Saturday
4/22/2017 11:40:24 AM,45.57935,-122.11921,,False,2C,4/22/2017 11:15:14 AM,WB,,,1510,31.3,17T041100,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,4/22/2017 11:40:24 AM,1,4/22/2017 11:40:24 AM,,,,2,,I-84,,Saturday
4/15/2017 11:00:08 AM,45.57935,-122.11921,,False,2C,4/15/2017 10:39:19 AM,WB,,,1249,31.3,17T039303,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,4/15/2017 11:00:08 AM,1,4/15/2017 11:00:08 AM,,,,2,,I-84,,Saturday
4/1/2017 1:50:05 PM,45.57935,-122.11921,,False,2C,4/1/2017 1:49:20 PM,WB,,,45,31.3,17T035121,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,4/1/2017 1:50:05 PM,1,4/1/2017 1:50:05 PM,,,,2,,I-84,,Saturday
4/1/2017 11:22:26 AM,45.57935,-122.11921,,False,2C,4/1/2017 11:21:19 AM,WB,,,67,31.3,17T035096,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,4/1/2017 11:22:26 AM,1,4/1/2017 11:22:26 AM,,,,2,,I-84,,Saturday
3/25/2017 2:37:28 PM,45.57935,-122.11921,,False,2C,3/25/2017 2:35:11 PM,WB,,,137,31.3,17T033157,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,3/25/2017 2:37:28 PM,1,3/25/2017 2:37:28 PM,,,,2,,I-84,,Saturday
3/25/2017 2:28:20 PM,45.57935,-122.11921,,False,2C,3/25/2017 2:27:11 PM,WB,,,69,31.3,17T033153,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,3/25/2017 2:28:20 PM,1,3/25/2017 2:28:20 PM,,,,2,,I-84,,Saturday
3/25/2017 2:07:05 PM,45.57935,-122.11921,,False,2C,3/25/2017 2:06:11 PM,WB,,,54,31.3,17T033147,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,3/25/2017 2:07:05 PM,1,3/25/2017 2:07:05 PM,,,,2,,I-84,,Saturday
3/18/2017 3:43:54 PM,45.57935,-122.11921,,False,2C,3/18/2017 3:42:11 PM,WB,,,102,31.3,17T031134,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,3/18/2017 3:43:53 PM,1,3/18/2017 3:43:53 PM,,,,2,,I-84,,Saturday
