Actual Clear Date Time,Beginning Latitude,Beginning Longitude,Closure Duration,Closure Involved Flag,Command Area District Identifier,Create Date Time,Direction,Ending Latitude,Ending Longitude,Event Duration,Event From Mile Point Number,Event Identifier,Event Planned Flag,Event Sub Type Name,Event To Milepoint Number,Highway Name,Is Re Opened Flag,LRM End Point,LRM,Last Close Date Time,Number of Records,Original Close Date Time,Planned Event End Date,Planned Event Start Date,Recovery Begin Time,Road Identifier,Roadway Clearance Duration,Route Number,Travel Lanes Affected Count,Weekday
10/7/2018 12:10:42 PM,45.57935,-122.11921,,False,2C,10/7/2018 12:10:21 PM,WB,,,22,31.3,18T084661,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,10/7/2018 12:10:43 PM,1,10/7/2018 12:10:43 PM,,,,2,,I-84,,Sunday
10/7/2018 11:54:34 AM,45.57935,-122.11921,,False,2C,10/7/2018 11:36:21 AM,WB,,,1093,31.3,18T084655,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,10/7/2018 11:54:34 AM,1,10/7/2018 11:54:34 AM,,,,2,,I-84,,Sunday
10/7/2018 10:33:12 AM,45.57935,-122.11921,,False,2C,10/7/2018 10:20:21 AM,WB,,,771,31.3,18T084635,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,10/7/2018 10:33:12 AM,1,10/7/2018 10:33:12 AM,,,,2,,I-84,,Sunday
10/7/2018 9:12:58 AM,45.57935,-122.11921,,False,2C,10/7/2018 9:12:21 AM,WB,,,37,31.3,18T084623,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,10/7/2018 9:12:58 AM,1,10/7/2018 9:12:58 AM,,,,2,,I-84,,Sunday
10/7/2018 8:21:21 AM,45.57935,-122.11921,,False,2C,10/7/2018 8:20:31 AM,WB,,,50,31.3,18T084607,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,10/7/2018 8:21:21 AM,1,10/7/2018 8:21:21 AM,,,,2,,I-84,,Sunday
9/30/2018 12:56:11 PM,45.57935,-122.11921,,False,2C,9/30/2018 12:52:29 PM,WB,,,222,31.3,18T082381,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/30/2018 12:56:11 PM,1,9/30/2018 12:56:11 PM,,,,2,,I-84,,Sunday
9/30/2018 11:58:25 AM,45.57935,-122.11921,,False,2C,9/30/2018 11:57:29 AM,WB,,,56,31.3,18T082363,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/30/2018 11:58:25 AM,1,9/30/2018 11:58:25 AM,,,,2,,I-84,,Sunday
9/16/2018 1:27:30 PM,45.57935,-122.11921,,False,2C,9/16/2018 1:26:29 PM,WB,,,61,31.3,18T078044,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/16/2018 1:27:30 PM,1,9/16/2018 1:27:30 PM,,,,2,,I-84,,Sunday
9/16/2018 11:59:28 AM,45.57935,-122.11921,,False,2C,9/16/2018 11:49:29 AM,WB,,,599,31.3,18T078013,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/16/2018 11:59:28 AM,1,9/16/2018 11:59:28 AM,,,,2,,I-84,,Sunday
9/9/2018 10:34:59 PM,45.57935,-122.11921,,False,2C,9/9/2018 10:34:28 PM,WB,,,31,31.3,18T076028,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 10:34:59 PM,1,9/9/2018 10:34:59 PM,,,,2,,I-84,,Sunday
9/9/2018 8:27:46 PM,45.57935,-122.11921,,False,2C,9/9/2018 8:27:29 PM,WB,,,17,31.3,18T076012,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 8:27:46 PM,1,9/9/2018 8:27:46 PM,,,,2,,I-84,,Sunday
9/9/2018 7:53:56 PM,45.57935,-122.11921,,False,2C,9/9/2018 7:53:30 PM,WB,,,26,31.3,18T076003,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 7:53:56 PM,1,9/9/2018 7:53:56 PM,,,,2,,I-84,,Sunday
9/9/2018 5:29:55 PM,45.57935,-122.11921,,False,2C,9/9/2018 5:29:29 PM,WB,,,26,31.3,18T075984,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 5:29:55 PM,1,9/9/2018 5:29:55 PM,,,,2,,I-84,,Sunday
9/9/2018 5:26:20 PM,45.57935,-122.11921,,False,2C,9/9/2018 5:21:29 PM,WB,,,291,31.3,18T075983,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 5:26:20 PM,1,9/9/2018 5:26:20 PM,,,,2,,I-84,,Sunday
9/9/2018 5:16:36 PM,45.57935,-122.11921,,False,2C,9/9/2018 5:12:29 PM,WB,,,247,31.3,18T075980,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 5:16:36 PM,1,9/9/2018 5:16:36 PM,,,,2,,I-84,,Sunday
9/9/2018 4:32:37 PM,45.57935,-122.11921,,False,2C,9/9/2018 4:29:29 PM,WB,,,188,31.3,18T075971,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 4:32:37 PM,1,9/9/2018 4:32:37 PM,,,,2,,I-84,,Sunday
9/9/2018 5:17:31 PM,45.57935,-122.11921,,False,2C,9/9/2018 4:24:29 PM,WB,,,3182,31.3,18T075970,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 5:17:31 PM,1,9/9/2018 5:17:31 PM,,,,2,,I-84,,Sunday
9/9/2018 3:05:07 PM,45.57935,-122.11921,,False,2C,9/9/2018 3:04:50 PM,WB,,,17,31.3,18T075948,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 3:05:07 PM,1,9/9/2018 3:05:07 PM,,,,2,,I-84,,Sunday
9/9/2018 2:33:43 PM,45.57935,-122.11921,,False,2C,9/9/2018 2:32:29 PM,WB,,,74,31.3,18T075940,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 2:33:43 PM,1,9/9/2018 2:33:43 PM,,,,2,,I-84,,Sunday
9/9/2018 2:28:51 PM,45.57935,-122.11921,,False,2C,9/9/2018 2:28:29 PM,WB,,,22,31.3,18T075938,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 2:28:51 PM,1,9/9/2018 2:28:51 PM,,,,2,,I-84,,Sunday
9/9/2018 2:27:25 PM,45.57935,-122.11921,,False,2C,9/9/2018 2:26:29 PM,WB,,,56,31.3,18T075937,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 2:27:25 PM,1,9/9/2018 2:27:25 PM,,,,2,,I-84,,Sunday
9/9/2018 2:08:42 PM,45.57935,-122.11921,,False,2C,9/9/2018 2:07:30 PM,WB,,,72,31.3,18T075928,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 2:08:42 PM,1,9/9/2018 2:08:42 PM,,,,2,,I-84,,Sunday
9/9/2018 12:47:40 PM,45.57935,-122.11921,,False,2C,9/9/2018 12:32:29 PM,WB,,,911,31.3,18T075910,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 12:47:40 PM,1,9/9/2018 12:47:40 PM,,,,2,,I-84,,Sunday
9/9/2018 12:20:41 PM,45.57935,-122.11921,,False,2C,9/9/2018 12:19:29 PM,WB,,,72,31.3,18T075907,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 12:20:41 PM,1,9/9/2018 12:20:41 PM,,,,2,,I-84,,Sunday
9/9/2018 12:20:48 PM,45.57935,-122.11921,,False,2C,9/9/2018 11:53:31 AM,WB,,,1637,31.3,18T075903,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,9/9/2018 12:20:48 PM,1,9/9/2018 12:20:48 PM,,,,2,,I-84,,Sunday
8/12/2018 4:20:24 PM,45.57935,-122.11921,,False,2C,8/12/2018 4:18:42 PM,WB,,,102,31.3,18T067199,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,8/12/2018 4:20:24 PM,1,8/12/2018 4:20:24 PM,,,,2,,I-84,,Sunday
8/12/2018 3:57:29 PM,45.57935,-122.11921,,False,2C,8/12/2018 3:56:32 PM,WB,,,57,31.3,18T067192,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,8/12/2018 3:57:29 PM,1,8/12/2018 3:57:29 PM,,,,2,,I-84,,Sunday
8/12/2018 3:15:35 PM,45.57935,-122.11921,,False,2C,8/12/2018 3:13:32 PM,WB,,,123,31.3,18T067176,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,8/12/2018 3:15:35 PM,1,8/12/2018 3:15:35 PM,,,,2,,I-84,,Sunday
8/12/2018 1:43:30 PM,45.57935,-122.11921,,False,2C,8/12/2018 1:42:32 PM,WB,,,58,31.3,18T067148,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,8/12/2018 1:43:30 PM,1,8/12/2018 1:43:30 PM,,,,2,,I-84,,Sunday
8/12/2018 1:37:40 PM,45.57935,-122.11921,,False,2C,8/12/2018 1:36:32 PM,WB,,,68,31.3,18T067143,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,8/12/2018 1:37:40 PM,1,8/12/2018 1:37:40 PM,,,,2,,I-84,,Sunday
8/12/2018 1:05:58 PM,45.57935,-122.11921,,False,2C,8/12/2018 1:05:34 PM,WB,,,25,31.3,18T067129,False,ITS Device Failure,,COLUMBIA RIVER,False,,00200D00,8/12/2018 1:05:59 PM,1,8/12/2018 1:05:59 PM,,,,2,,I-84,,Sunday
