starttime,milepost,speed
00:00:00,58.8,60.90
00:00:00,61.05,61.88
00:00:00,61.25,66.59
00:00:00,62.47,66.57
00:00:00,64.29,59.46
00:00:00,64.34,57.73
00:00:00,65.9,55.73
00:00:00,67.4,60.00
00:00:00,68.55,58.12
00:00:00,69.31,59.51
00:00:00,70.9,55.62
00:00:00,71.37,55.33
00:00:00,72.17,58.13
00:00:00,72.21,51.45
00:00:00,73.17,59.65
00:05:00,58.8,59.72
00:05:00,61.05,61.62
00:05:00,61.25,67.46
00:05:00,62.47,67.41
00:05:00,64.29,57.95
00:05:00,64.34,57.98
00:05:00,65.9,55.91
00:05:00,67.4,59.76
00:05:00,68.55,58.31
00:05:00,69.31,59.39
00:05:00,70.9,54.97
00:05:00,71.37,55.75
00:05:00,72.17,57.76
00:05:00,72.21,50.44
00:05:00,73.17,59.97
00:10:00,58.8,61.47
00:10:00,61.05,61.24
00:10:00,61.25,66.67
00:10:00,62.47,68.74
00:10:00,64.29,58.45
00:10:00,64.34,58.14
00:10:00,65.9,56.45
00:10:00,67.4,60.01
00:10:00,68.55,58.35
00:10:00,69.31,59.59
00:10:00,70.9,55.49
00:10:00,71.37,55.44
00:10:00,72.17,58.26
00:10:00,72.21,52.11
00:10:00,73.17,60.43
00:15:00,58.8,59.01
00:15:00,61.05,61.40
00:15:00,61.25,65.69
00:15:00,62.47,67.34
00:15:00,64.29,59.07
00:15:00,64.34,57.95
00:15:00,65.9,56.12
00:15:00,67.4,60.53
00:15:00,68.55,58.20
00:15:00,69.31,59.45
00:15:00,70.9,55.56
00:15:00,71.37,55.55
00:15:00,72.17,58.50
00:15:00,72.21,50.80
00:15:00,73.17,60.37
00:20:00,58.8,60.10
00:20:00,61.05,61.20
00:20:00,61.25,63.29
00:20:00,62.47,69.02
00:20:00,64.29,59.26
00:20:00,64.34,57.23
00:20:00,65.9,55.03
00:20:00,67.4,59.80
00:20:00,68.55,58.42
00:20:00,69.31,59.87
00:20:00,70.9,55.59
00:20:00,71.37,55.56
00:20:00,72.17,57.83
00:20:00,72.21,49.46
00:20:00,73.17,59.72
00:25:00,58.8,59.49
00:25:00,61.05,61.68
