starttime,milepost,speed
00:00:00,0.45,55.04
00:00:00,1.21,58.27
00:00:00,1.82,59.28
00:00:00,2.1,55.92
00:00:00,2.4,55.41
00:00:00,3.36,61.84
00:00:00,3.43,57.40
00:00:00,4.25,62.30
00:00:00,4.9,61.37
00:00:00,5.03,61.09
00:00:00,5.7,51.90
00:00:00,5.82,65.81
00:00:00,6.7,58.45
00:00:00,10.04,62.56
00:00:00,11.47,66.64
00:00:00,12.16,63.90
00:00:00,13.04,66.87
00:00:00,14.4,68.46
00:00:00,15.17,65.44
00:00:00,15.94,67.68
00:00:00,16.9,63.63
00:05:00,0.45,55.32
00:05:00,1.21,58.08
00:05:00,1.82,59.74
00:05:00,2.1,56.33
00:05:00,2.4,56.14
00:05:00,3.36,61.90
00:05:00,3.43,58.47
00:05:00,4.25,62.54
00:05:00,4.9,61.53
00:05:00,5.03,61.25
00:05:00,5.7,51.30
00:05:00,5.82,66.76
00:05:00,6.7,58.26
00:05:00,10.04,63.21
00:05:00,11.47,67.32
00:05:00,12.16,63.67
00:05:00,13.04,66.82
00:05:00,14.4,68.05
00:05:00,15.17,65.18
00:05:00,15.94,66.76
00:05:00,16.9,62.93
00:10:00,0.45,54.51
00:10:00,1.21,58.09
00:10:00,1.82,59.69
00:10:00,2.1,56.83
00:10:00,2.4,55.47
00:10:00,3.36,62.00
00:10:00,3.43,58.58
00:10:00,4.25,62.39
00:10:00,4.9,61.51
00:10:00,5.03,61.35
00:10:00,5.7,51.79
00:10:00,5.82,66.25
00:10:00,6.7,58.38
00:10:00,10.04,62.26
00:10:00,11.47,66.95
00:10:00,12.16,63.93
00:10:00,13.04,66.83
00:10:00,14.4,67.26
00:10:00,15.17,64.57
00:10:00,15.94,67.09
00:10:00,16.9,62.59
00:15:00,0.45,55.41
00:15:00,1.21,58.55
00:15:00,1.82,59.76
00:15:00,2.1,56.79
00:15:00,2.4,54.97
00:15:00,3.36,61.94
00:15:00,3.43,57.86
00:15:00,4.25,62.32
00:15:00,4.9,61.96
00:15:00,5.03,60.99
00:15:00,5.7,51.41
00:15:00,5.82,66.79
00:15:00,6.7,58.27
00:15:00,10.04,62.97
00:15:00,11.47,67.34
00:15:00,12.16,64.05
00:15:00,13.04,66.91
00:15:00,14.4,68.45
00:15:00,15.17,64.86
00:15:00,15.94,66.42
00:15:00,16.9,63.00
00:20:00,0.45,55.36
00:20:00,1.21,58.57
00:20:00,1.82,59.81
00:20:00,2.1,57.45
00:20:00,2.4,55.56
00:20:00,3.36,62.21
00:20:00,3.43,58.09
00:20:00,4.25,62.26
00:20:00,4.9,61.91
00:20:00,5.03,61.22
00:20:00,5.7,51.84
00:20:00,5.82,65.81
00:20:00,6.7,58.95
00:20:00,10.04,62.40
00:20:00,11.47,67.59
00:20:00,12.16,64.64
00:20:00,13.04,67.39
00:20:00,14.4,68.56
00:20:00,15.17,65.49
00:20:00,15.94,66.73
00:20:00,16.9,62.59
00:25:00,0.45,54.84
00:25:00,1.21,58.32
00:25:00,1.82,59.86
00:25:00,2.1,57.86
00:25:00,2.4,56.60
00:25:00,3.36,61.97
00:25:00,3.43,57.06
00:25:00,4.25,62.73
00:25:00,4.9,61.81
00:25:00,5.03,61.37
00:25:00,5.7,51.50
00:25:00,5.82,66.75
00:25:00,6.7,58.20
00:25:00,10.04,63.79
00:25:00,11.47,68.01
00:25:00,12.16,64.03
00:25:00,13.04,67.29
00:25:00,14.4,68.33
00:25:00,15.17,64.92
00:25:00,15.94,66.70
00:25:00,16.9,62.46
00:30:00,0.45,55.66
00:30:00,1.21,58.40
00:30:00,1.82,59.72
00:30:00,2.1,57.57
00:30:00,2.4,55.86
00:30:00,3.36,61.97
00:30:00,3.43,58.02
00:30:00,4.25,62.71
00:30:00,4.9,62.07
00:30:00,5.03,61.51
00:30:00,5.7,51.94
00:30:00,5.82,66.27
00:30:00,6.7,58.01
00:30:00,10.04,63.19
00:30:00,11.47,67.12
00:30:00,12.16,63.44
00:30:00,13.04,66.99
00:30:00,14.4,68.59
00:30:00,15.17,65.56
00:30:00,15.94,66.87
00:30:00,16.9,62.86
00:35:00,0.45,55.38
00:35:00,1.21,58.51
00:35:00,1.82,59.86
00:35:00,2.1,57.69
00:35:00,2.4,55.63
00:35:00,3.36,62.19
00:35:00,3.43,58.21
00:35:00,4.25,62.95
00:35:00,4.9,62.21
00:35:00,5.03,61.46
00:35:00,5.7,51.86
00:35:00,5.82,66.61
00:35:00,6.7,57.94
00:35:00,10.04,63.01
00:35:00,11.47,67.56
00:35:00,12.16,63.86
00:35:00,13.04,66.54
00:35:00,14.4,68.57
00:35:00,15.17,65.59
00:35:00,15.94,66.66
00:35:00,16.9,63.32
00:40:00,0.45,55.15
00:40:00,1.21,58.51
00:40:00,1.82,60.09
00:40:00,2.1,57.01
00:40:00,2.4,55.43
00:40:00,3.36,62.39
00:40:00,3.43,58.23
00:40:00,4.25,62.74
00:40:00,4.9,62.11
00:40:00,5.03,61.37
00:40:00,5.7,52.14
00:40:00,5.82,65.97
00:40:00,6.7,57.77
00:40:00,10.04,62.23
00:40:00,11.47,66.62
00:40:00,12.16,63.39
00:40:00,13.04,66.94
00:40:00,14.4,67.23
00:40:00,15.17,64.89
00:40:00,15.94,66.74
00:40:00,16.9,62.54
00:45:00,0.45,54.74
00:45:00,1.21,58.78
00:45:00,1.82,59.96
00:45:00,2.1,57.26
00:45:00,2.4,55.08
00:45:00,3.36,62.58
00:45:00,3.43,58.25
00:45:00,4.25,62.77
00:45:00,4.9,62.24
00:45:00,5.03,61.30
00:45:00,5.7,51.59
00:45:00,5.82,66.19
00:45:00,6.7,57.71
00:45:00,10.04,63.18
00:45:00,11.47,67.46
00:45:00,12.16,64.29
00:45:00,13.04,66.80
00:45:00,14.4,68.18
00:45:00,15.17,65.07
00:45:00,15.94,66.06
00:45:00,16.9,63.03
00:50:00,0.45,55.59
00:50:00,1.21,58.23
00:50:00,1.82,59.91
00:50:00,2.1,57.39
00:50:00,2.4,54.56
00:50:00,3.36,61.85
00:50:00,3.43,57.52
00:50:00,4.25,62.11
00:50:00,4.9,61.91
00:50:00,5.03,61.17
00:50:00,5.7,52.31
00:50:00,5.82,65.33
00:50:00,6.7,58.37
00:50:00,10.04,62.95
00:50:00,11.47,67.26
00:50:00,12.16,63.74
00:50:00,13.04,66.61
00:50:00,14.4,68.32
00:50:00,15.17,64.97
00:50:00,15.94,67.23
00:50:00,16.9,63.16
00:55:00,0.45,55.76
00:55:00,1.21,58.22
00:55:00,1.82,59.39
00:55:00,2.1,56.91
00:55:00,2.4,54.38
00:55:00,3.36,61.99
00:55:00,3.43,57.63
00:55:00,4.25,62.63
00:55:00,4.9,61.97
00:55:00,5.03,61.47
00:55:00,5.7,51.48
00:55:00,5.82,65.65
00:55:00,6.7,57.94
00:55:00,10.04,62.68
00:55:00,11.47,67.13
00:55:00,12.16,63.46
00:55:00,13.04,67.21
00:55:00,14.4,67.19
00:55:00,15.17,64.27
00:55:00,15.94,65.66
00:55:00,16.9,61.97
01:00:00,0.45,56.00
01:00:00,1.21,58.40
01:00:00,1.82,60.04
01:00:00,2.1,58.64
01:00:00,2.4,54.52
01:00:00,3.36,62.14
01:00:00,3.43,57.10
01:00:00,4.25,62.74
01:00:00,4.9,62.38
01:00:00,5.03,61.44
01:00:00,5.7,51.01
