starttime,milepost,speed
00:00:00,0.0,45.86
00:00:00,58.8,62.76
00:00:00,61.05,61.48
00:00:00,61.25,68.07
00:00:00,62.47,68.68
00:00:00,62.8,67.42
00:00:00,64.29,61.41
00:00:00,64.34,60.83
00:00:00,65.9,57.53
00:00:00,67.4,61.19
00:00:00,68.55,60.42
00:00:00,69.31,61.04
00:00:00,70.9,57.26
00:00:00,71.37,59.07
00:00:00,72.17,58.10
00:00:00,72.21,56.73
00:00:00,73.17,60.17
00:05:00,0.0,45.64
00:05:00,58.8,61.18
00:05:00,61.05,62.01
00:05:00,61.25,66.67
00:05:00,62.47,69.22
00:05:00,62.8,66.40
00:05:00,64.29,61.40
00:05:00,64.34,59.88
00:05:00,65.9,57.79
00:05:00,67.4,60.96
00:05:00,68.55,59.88
00:05:00,69.31,61.15
00:05:00,70.9,57.24
00:05:00,71.37,59.06
00:05:00,72.17,58.17
00:05:00,72.21,57.41
00:05:00,73.17,60.22
00:10:00,0.0,45.45
00:10:00,58.8,62.22
00:10:00,61.05,61.56
00:10:00,61.25,67.85
00:10:00,62.47,69.20
00:10:00,62.8,67.09
00:10:00,64.29,61.04
00:10:00,64.34,60.61
00:10:00,65.9,58.35
00:10:00,67.4,62.22
00:10:00,68.55,59.98
00:10:00,69.31,61.09
00:10:00,70.9,57.15
00:10:00,71.37,58.82
00:10:00,72.17,58.43
00:10:00,72.21,57.61
00:10:00,73.17,60.09
00:15:00,0.0,46.10
00:15:00,58.8,63.10
00:15:00,61.05,61.78
00:15:00,61.25,67.45
00:15:00,62.47,67.81
00:15:00,62.8,65.44
00:15:00,64.29,60.96
00:15:00,64.34,61.17
00:15:00,65.9,57.09
00:15:00,67.4,61.68
00:15:00,68.55,59.65
00:15:00,69.31,61.00
00:15:00,70.9,56.92
00:15:00,71.37,58.67
00:15:00,72.17,58.31
00:15:00,72.21,57.21
00:15:00,73.17,60.07
00:20:00,0.0,45.94
00:20:00,58.8,61.88
00:20:00,61.05,61.41
00:20:00,61.25,66.78
00:20:00,62.47,68.54
00:20:00,62.8,66.62
00:20:00,64.29,61.46
00:20:00,64.34,60.34
00:20:00,65.9,58.05
00:20:00,67.4,61.31
00:20:00,68.55,59.73
00:20:00,69.31,61.01
00:20:00,70.9,57.61
00:20:00,71.37,58.12
00:20:00,72.17,58.31
00:20:00,72.21,56.80
00:20:00,73.17,60.04
00:25:00,0.0,45.85
00:25:00,58.8,63.44
00:25:00,61.05,61.02
00:25:00,61.25,67.83
00:25:00,62.47,69.47
00:25:00,62.8,66.48
00:25:00,64.29,60.91
00:25:00,64.34,60.68
00:25:00,65.9,57.99
00:25:00,67.4,62.05
00:25:00,68.55,59.43
00:25:00,69.31,60.97
00:25:00,70.9,56.69
00:25:00,71.37,58.42
00:25:00,72.17,58.12
00:25:00,72.21,56.91
00:25:00,73.17,60.36
00:30:00,0.0,45.90
00:30:00,58.8,62.55
