starttime,milepost,speed
00:00:00,1.96,67.92
00:00:00,3.55,65.80
00:00:00,5.39,68.65
00:00:00,6.88,61.24
00:00:00,7.6,59.44
00:00:00,8.8,61.80
00:00:00,9.03,62.72
00:00:00,9.45,63.32
00:00:00,10.2,53.45
00:00:00,10.27,59.80
00:00:00,11.05,59.40
00:00:00,12.94,62.28
00:00:00,13.42,66.02
00:00:00,13.58,62.96
00:00:00,14.56,64.27
00:00:00,15.09,46.42
00:00:00,16.2,60.86
00:00:00,18.1,60.19
00:00:00,19.4,63.22
00:00:00,19.78,62.46
00:00:00,21.12,63.43
00:00:00,21.68,64.36
00:00:00,23.27,70.66
00:00:00,23.41,61.98
00:05:00,1.96,68.09
00:05:00,3.55,65.39
00:05:00,5.39,69.12
00:05:00,6.88,63.18
00:05:00,7.6,59.32
00:05:00,8.8,61.08
00:05:00,9.03,63.19
00:05:00,9.45,63.59
00:05:00,10.2,53.74
00:05:00,10.27,60.49
00:05:00,11.05,60.78
00:05:00,12.94,61.97
00:05:00,13.42,65.86
00:05:00,13.58,61.65
00:05:00,14.56,64.74
00:05:00,15.09,48.47
00:05:00,16.2,61.04
00:05:00,18.1,59.42
00:05:00,19.4,62.86
00:05:00,19.78,63.04
00:05:00,21.12,63.71
00:05:00,21.68,64.20
00:05:00,23.27,71.10
00:05:00,23.41,62.09
00:10:00,1.96,67.25
00:10:00,3.55,65.76
00:10:00,5.39,69.05
00:10:00,6.88,61.83
00:10:00,7.6,59.36
00:10:00,8.8,62.70
00:10:00,9.03,63.26
00:10:00,9.45,63.54
00:10:00,10.2,53.95
00:10:00,10.27,59.85
00:10:00,11.05,60.50
00:10:00,12.94,61.22
00:10:00,13.42,66.29
00:10:00,13.58,61.81
00:10:00,14.56,63.55
00:10:00,15.09,49.69
00:10:00,16.2,61.34
00:10:00,18.1,60.28
00:10:00,19.4,62.80
00:10:00,19.78,62.43
00:10:00,21.12,63.95
00:10:00,21.68,63.88
00:10:00,23.27,71.10
00:10:00,23.41,62.18
00:15:00,1.96,67.31
00:15:00,3.55,65.52
00:15:00,5.39,68.43
00:15:00,6.88,62.27
00:15:00,7.6,58.72
00:15:00,8.8,61.52
00:15:00,9.03,62.92
00:15:00,9.45,62.68
00:15:00,10.2,54.46
00:15:00,10.27,60.63
00:15:00,11.05,60.44
00:15:00,12.94,61.86
00:15:00,13.42,63.84
00:15:00,13.58,61.91
00:15:00,14.56,64.65
00:15:00,15.09,47.95
00:15:00,16.2,61.40
00:15:00,18.1,59.49
00:15:00,19.4,62.57
00:15:00,19.78,62.37
00:15:00,21.12,64.28
00:15:00,21.68,64.49
00:15:00,23.27,70.93
00:15:00,23.41,62.05
00:20:00,1.96,67.28
00:20:00,3.55,66.17
00:20:00,5.39,68.42
00:20:00,6.88,61.22
00:20:00,7.6,59.00
00:20:00,8.8,61.43
00:20:00,9.03,62.48
00:20:00,9.45,62.23
00:20:00,10.2,54.45
00:20:00,10.27,59.82
00:20:00,11.05,60.50
00:20:00,12.94,61.81
00:20:00,13.42,63.96
00:20:00,13.58,61.81
00:20:00,14.56,64.92
00:20:00,15.09,46.21
00:20:00,16.2,61.01
00:20:00,18.1,59.44
00:20:00,19.4,63.18
00:20:00,19.78,61.85
00:20:00,21.12,63.62
00:20:00,21.68,64.34
00:20:00,23.27,70.83
00:20:00,23.41,62.05
00:25:00,1.96,67.43
00:25:00,3.55,65.15
00:25:00,5.39,68.58
00:25:00,6.88,61.79
00:25:00,7.6,59.15
00:25:00,8.8,62.46
00:25:00,9.03,62.40
00:25:00,9.45,61.45
00:25:00,10.2,54.68
00:25:00,10.27,60.12
00:25:00,11.05,60.08
00:25:00,12.94,62.00
00:25:00,13.42,62.28
