starttime,milepost,speed
00:00:00,1.96,63.53
00:00:00,3.55,66.21
00:00:00,5.39,66.97
00:00:00,6.88,61.07
00:00:00,7.6,59.24
00:00:00,8.8,60.27
00:00:00,9.45,62.31
00:00:00,10.27,60.85
00:00:00,11.05,55.75
00:00:00,12.94,60.26
00:00:00,13.58,61.64
00:00:00,14.32,53.38
00:00:00,16.2,60.36
00:00:00,18.1,61.08
00:00:00,19.4,61.18
00:00:00,19.78,61.16
00:00:00,21.12,62.46
00:00:00,21.68,65.90
00:00:00,23.27,68.20
00:00:00,23.41,61.59
00:05:00,1.96,63.58
00:05:00,3.55,66.20
00:05:00,5.39,66.93
00:05:00,6.88,61.12
00:05:00,7.6,58.53
00:05:00,8.8,60.45
00:05:00,9.45,62.67
00:05:00,10.27,59.94
00:05:00,11.05,55.71
00:05:00,12.94,60.42
00:05:00,13.58,61.62
00:05:00,14.32,53.45
00:05:00,16.2,60.04
00:05:00,18.1,60.61
00:05:00,19.4,61.10
00:05:00,19.78,60.74
00:05:00,21.12,62.35
00:05:00,21.68,64.48
00:05:00,23.27,68.05
00:05:00,23.41,61.65
00:10:00,1.96,63.69
00:10:00,3.55,66.61
00:10:00,5.39,66.88
00:10:00,6.88,60.92
00:10:00,7.6,58.93
00:10:00,8.8,60.67
00:10:00,9.45,62.57
00:10:00,10.27,60.63
00:10:00,11.05,55.88
00:10:00,12.94,60.98
00:10:00,13.58,60.25
00:10:00,14.32,52.60
00:10:00,16.2,60.31
00:10:00,18.1,61.12
00:10:00,19.4,61.28
00:10:00,19.78,60.95
00:10:00,21.12,61.93
00:10:00,21.68,65.69
00:10:00,23.27,68.18
00:10:00,23.41,61.61
00:15:00,1.96,63.83
00:15:00,3.55,66.49
00:15:00,5.39,67.06
00:15:00,6.88,61.29
00:15:00,7.6,58.73
00:15:00,8.8,60.56
00:15:00,9.45,62.77
00:15:00,10.27,60.68
00:15:00,11.05,55.62
00:15:00,12.94,61.16
00:15:00,13.58,61.24
00:15:00,14.32,52.80
00:15:00,16.2,60.17
00:15:00,18.1,60.55
00:15:00,19.4,61.20
00:15:00,19.78,60.94
00:15:00,21.12,62.81
00:15:00,21.68,65.73
00:15:00,23.27,68.04
00:15:00,23.41,61.73
00:20:00,1.96,62.92
00:20:00,3.55,65.64
00:20:00,5.39,66.95
00:20:00,6.88,60.52
00:20:00,7.6,58.84
00:20:00,8.8,60.41
00:20:00,9.45,62.27
00:20:00,10.27,59.75
00:20:00,11.05,55.25
00:20:00,12.94,61.03
00:20:00,13.58,60.76
00:20:00,14.32,52.40
00:20:00,16.2,60.29
00:20:00,18.1,61.45
00:20:00,19.4,61.22
00:20:00,19.78,61.22
00:20:00,21.12,62.79
00:20:00,21.68,63.58
00:20:00,23.27,68.36
00:20:00,23.41,61.59
00:25:00,1.96,63.75
00:25:00,3.55,66.78
00:25:00,5.39,67.26
00:25:00,6.88,61.08
00:25:00,7.6,58.92
00:25:00,8.8,60.20
00:25:00,9.45,62.14
00:25:00,10.27,60.20
00:25:00,11.05,55.16
00:25:00,12.94,60.89
00:25:00,13.58,61.05
00:25:00,14.32,52.51
00:25:00,16.2,60.21
00:25:00,18.1,60.14
00:25:00,19.4,61.07
00:25:00,19.78,61.05
00:25:00,21.12,62.57
00:25:00,21.68,63.56
00:25:00,23.27,68.18
00:25:00,23.41,61.60
00:30:00,1.96,63.18
00:30:00,3.55,66.18
00:30:00,5.39,66.48
00:30:00,6.88,60.61
00:30:00,7.6,58.93
00:30:00,8.8,59.99
00:30:00,9.45,62.39
00:30:00,10.27,60.11
00:30:00,11.05,55.21
00:30:00,12.94,61.17
00:30:00,13.58,60.07
00:30:00,14.32,52.21
00:30:00,16.2,60.46
00:30:00,18.1,61.40
00:30:00,19.4,61.45
00:30:00,19.78,61.01
00:30:00,21.12,62.41
00:30:00,21.68,64.50
00:30:00,23.27,68.11
00:30:00,23.41,61.37
00:35:00,1.96,63.50
00:35:00,3.55,66.08
00:35:00,5.39,67.01
00:35:00,6.88,60.67
00:35:00,7.6,59.30
00:35:00,8.8,61.04
00:35:00,9.45,62.35
00:35:00,10.27,60.16
00:35:00,11.05,55.35
00:35:00,12.94,60.83
00:35:00,13.58,60.44
00:35:00,14.32,51.32
00:35:00,16.2,59.92
00:35:00,18.1,61.16
00:35:00,19.4,60.86
00:35:00,19.78,60.82
00:35:00,21.12,62.59
00:35:00,21.68,64.39
00:35:00,23.27,68.28
00:35:00,23.41,61.54
00:40:00,1.96,64.05
00:40:00,3.55,66.54
00:40:00,5.39,66.92
00:40:00,6.88,60.97
00:40:00,7.6,58.51
00:40:00,8.8,60.41
00:40:00,9.45,62.38
00:40:00,10.27,60.22
00:40:00,11.05,56.11
00:40:00,12.94,60.99
00:40:00,13.58,61.83
00:40:00,14.32,52.09
00:40:00,16.2,60.07
00:40:00,18.1,60.52
00:40:00,19.4,61.38
00:40:00,19.78,61.21
00:40:00,21.12,62.65
00:40:00,21.68,63.81
00:40:00,23.27,68.06
00:40:00,23.41,61.71
00:45:00,1.96,63.84
00:45:00,3.55,66.10
00:45:00,5.39,67.40
00:45:00,6.88,60.64
00:45:00,7.6,58.47
00:45:00,8.8,60.27
00:45:00,9.45,62.31
00:45:00,10.27,60.25
00:45:00,11.05,55.48
00:45:00,12.94,61.18
00:45:00,13.58,61.23
00:45:00,14.32,52.27
00:45:00,16.2,60.17
00:45:00,18.1,61.16
00:45:00,19.4,61.31
00:45:00,19.78,61.11
00:45:00,21.12,62.94
00:45:00,21.68,65.14
00:45:00,23.27,68.76
00:45:00,23.41,61.96
00:50:00,1.96,63.23
00:50:00,3.55,65.92
00:50:00,5.39,66.81
00:50:00,6.88,60.26
00:50:00,7.6,58.71
00:50:00,8.8,60.47
00:50:00,9.45,62.57
00:50:00,10.27,59.91
00:50:00,11.05,55.24
00:50:00,12.94,60.84
00:50:00,13.58,61.16
00:50:00,14.32,51.06
00:50:00,16.2,59.77
00:50:00,18.1,61.34
00:50:00,19.4,61.14
00:50:00,19.78,60.72
00:50:00,21.12,62.96
00:50:00,21.68,64.52
00:50:00,23.27,68.05
00:50:00,23.41,62.04
00:55:00,1.96,63.17
00:55:00,3.55,65.91
00:55:00,5.39,67.18
00:55:00,6.88,60.45
00:55:00,7.6,59.49
00:55:00,8.8,60.09
00:55:00,9.45,61.87
00:55:00,10.27,60.90
00:55:00,11.05,55.21
00:55:00,12.94,60.79
00:55:00,13.58,61.10
00:55:00,14.32,51.70
00:55:00,16.2,60.14
00:55:00,18.1,61.29
00:55:00,19.4,61.55
00:55:00,19.78,61.72
00:55:00,21.12,62.61
00:55:00,21.68,65.07
00:55:00,23.27,68.61
00:55:00,23.41,61.75
01:00:00,1.96,63.61
01:00:00,3.55,65.72
01:00:00,5.39,66.48
01:00:00,6.88,60.74
01:00:00,7.6,59.08
01:00:00,8.8,60.17
01:00:00,9.45,62.43
01:00:00,10.27,60.72
01:00:00,11.05,55.14
01:00:00,12.94,60.18
01:00:00,13.58,60.73
