starttime,resolution,detector_id,speed,volume,occupancy,countreadings,delay,traveltime,vht,vmt
2018-05-19T00:05:00-07:00,00:05:00,101157,58.88,34,5.25,8,0.01,0.47,0.27,15.64
2018-05-19T00:05:00-07:00,00:05:00,101156,62.27,11,1.38,8,-0.02,0.44,0.08,5.06
2018-05-19T00:05:00-07:00,00:05:00,101155,65.73,26,4.25,8,-0.06,0.67,0.29,19.11
2018-05-19T00:05:00-07:00,00:05:00,101154,62.75,40,6.5,8,-0.03,0.7,0.47,29.4
2018-05-19T00:05:00-07:00,00:05:00,101153,64.67,15,2.88,8,-0.05,0.68,0.17,11.03
2018-05-19T00:05:00-07:00,00:05:00,101152,67.25,24,3.5,8,-0.06,0.46,0.18,12.36
2018-05-19T00:05:00-07:00,00:05:00,101151,63.0,40,5.25,8,-0.02,0.49,0.33,20.6
2018-05-19T00:05:00-07:00,00:05:00,101150,58.74,27,5.0,8,0.01,0.53,0.24,13.91
2018-05-19T00:05:00-07:00,00:05:00,101145,61.96,23,3.5,8,-0.01,0.43,0.17,10.24
2018-05-19T00:05:00-07:00,00:05:00,101144,58.59,34,5.5,8,0.01,0.46,0.26,15.13
2018-05-19T00:05:00-07:00,00:05:00,101143,57.33,30,5.38,8,0.02,0.47,0.23,13.35
2018-05-19T00:05:00-07:00,00:05:00,101142,59.07,15,2.0,8,0.01,0.7,0.17,10.28
2018-05-19T00:05:00-07:00,00:05:00,101141,57.48,27,3.88,8,0.03,0.72,0.32,18.5
2018-05-19T00:05:00-07:00,00:05:00,101140,57.89,18,2.38,8,0.02,0.71,0.21,12.33
2018-05-19T00:05:00-07:00,00:05:00,101139,57.8,40,7.0,8,0.03,0.86,0.57,33.2
2018-05-19T00:05:00-07:00,00:05:00,101138,53.83,30,4.88,8,0.1,0.93,0.46,24.9
2018-05-19T00:05:00-07:00,00:05:00,101137,52.18,22,3.63,8,0.12,0.95,0.35,18.26
2018-05-19T00:05:00-07:00,00:05:00,100903,53.2,10,1.0,8,4.12,36.32,6.05,322.0
2018-05-19T00:05:00-07:00,00:05:00,100902,66.89,19,2.13,8,-0.04,0.35,0.11,7.41
2018-05-19T00:05:00-07:00,00:05:00,100901,59.97,36,5.63,8,0.0,0.39,0.23,14.04
2018-05-19T00:05:00-07:00,00:05:00,100900,67.29,7,0.38,8,-0.04,0.35,0.04,2.73
2018-05-19T00:05:00-07:00,00:05:00,100899,63.35,23,3.75,8,-0.02,0.42,0.16,10.24
2018-05-19T00:05:00-07:00,00:05:00,100898,59.1,42,7.38,8,0.01,0.45,0.32,18.69
2018-05-19T00:05:00-07:00,00:05:00,100897,56.0,22,4.0,8,0.03,0.48,0.17,9.79
2018-05-19T00:05:00-07:00,00:05:00,100896,61.84,25,2.63,8,-0.02,0.61,0.25,15.75
2018-05-19T00:05:00-07:00,00:05:00,100895,47.55,31,7.38,8,0.16,0.79,0.41,19.53
2018-05-19T00:05:00-07:00,00:05:00,100894,72.77,26,6.5,8,-0.11,0.52,0.23,16.38
2018-05-19T00:05:00-07:00,00:05:00,100893,1.64,28,3.13,8,10.32,10.61,4.95,8.12
2018-05-19T00:05:00-07:00,00:05:00,100892,64.47,32,5.25,8,-0.02,0.27,0.14,9.28
2018-05-19T00:05:00-07:00,00:05:00,100891,56.04,28,4.63,8,0.02,0.31,0.14,8.12
2018-05-19T00:05:00-07:00,00:05:00,100890,37.0,7,1.0,8,0.18,0.47,0.05,2.03
2018-05-19T00:10:00-07:00,00:05:00,101187,66.5,2,0.14,14,-0.1,0.88,0.03,1.96
2018-05-19T00:10:00-07:00,00:05:00,101186,57.56,9,1.29,14,0.04,1.02,0.15,8.82
2018-05-19T00:10:00-07:00,00:05:00,101185,73.33,3,0.14,14,-0.16,0.71,0.04,2.6
2018-05-19T00:10:00-07:00,00:05:00,101184,67.88,8,0.86,14,-0.1,0.76,0.1,6.92
2018-05-19T00:10:00-07:00,00:05:00,101183,66.75,12,1.64,14,-0.09,0.78,0.16,10.38
2018-05-19T00:10:00-07:00,00:05:00,101182,67.25,4,0.5,14,-0.08,0.67,0.04,3.02
2018-05-19T00:10:00-07:00,00:05:00,101181,64.71,17,1.86,14,-0.05,0.7,0.2,12.84
2018-05-19T00:10:00-07:00,00:05:00,101180,63.93,15,1.43,14,-0.05,0.71,0.18,11.33
2018-05-19T00:10:00-07:00,00:05:00,101179,77.0,4,0.21,14,-0.15,0.54,0.04,2.78
2018-05-19T00:10:00-07:00,00:05:00,101178,74.35,17,1.5,14,-0.13,0.56,0.16,11.82
2018-05-19T00:10:00-07:00,00:05:00,101177,65.28,18,2.21,14,-0.06,0.64,0.19,12.51
2018-05-19T00:10:00-07:00,00:05:00,101176,71.0,5,0.29,14,-0.17,0.95,0.08,5.6
2018-05-19T00:10:00-07:00,00:05:00,101175,66.29,28,2.14,14,-0.11,1.01,0.47,31.36
2018-05-19T00:10:00-07:00,00:05:00,101174,69.15,13,1.21,14,-0.15,0.97,0.21,14.56
2018-05-19T00:10:00-07:00,00:05:00,101173,75.23,13,0.79,14,-0.16,0.63,0.14,10.21
2018-05-19T00:10:00-07:00,00:05:00,101172,63.61,41,3.43,14,-0.04,0.74,0.51,32.19
2018-05-19T00:10:00-07:00,00:05:00,101171,63.13,23,2.07,14,-0.04,0.75,0.29,18.06
2018-05-19T00:10:00-07:00,00:05:00,101170,71.5,12,0.86,14,-0.17,0.89,0.18,12.72
2018-05-19T00:10:00-07:00,00:05:00,101169,68.18,44,3.36,14,-0.13,0.93,0.68,46.64
2018-05-19T00:10:00-07:00,00:05:00,101168,64.05,21,1.64,14,-0.07,0.99,0.35,22.26
2018-05-19T00:10:00-07:00,00:05:00,101167,66.6,15,1.14,14,-0.24,2.15,0.54,35.78
2018-05-19T00:10:00-07:00,00:05:00,101166,63.28,40,3.71,14,-0.12,2.26,1.51,95.4
2018-05-19T00:10:00-07:00,00:05:00,101165,63.11,19,1.86,14,-0.12,2.27,0.72,45.32
2018-05-19T00:10:00-07:00,00:05:00,101164,62.88,16,1.14,14,-0.1,2.01,0.54,33.76
2018-05-19T00:10:00-07:00,00:05:00,101163,60.1,21,2.21,14,0.0,2.11,0.74,44.31
2018-05-19T00:10:00-07:00,00:05:00,101162,54.5,4,0.29,14,0.21,2.32,0.15,8.44
2018-05-19T00:10:00-07:00,00:05:00,101161,68.27,11,0.79,14,-0.1,0.73,0.13,9.19
2018-05-19T00:10:00-07:00,00:05:00,101160,67.62,21,2.5,14,-0.09,0.74,0.26,17.54
2018-05-19T00:10:00-07:00,00:05:00,101158,64.61,38,2.86,14,-0.03,0.43,0.27,17.48
2018-05-19T00:10:00-07:00,00:05:00,101157,59.76,71,7.36,14,0.0,0.46,0.55,32.66
2018-05-19T00:10:00-07:00,00:05:00,101156,59.82,22,2.57,14,0.0,0.46,0.17,10.12
2018-05-19T00:10:00-07:00,00:05:00,101155,65.41,46,4.29,14,-0.06,0.67,0.52,33.81
2018-05-19T00:10:00-07:00,00:05:00,101154,59.71,51,5.07,14,0.0,0.74,0.63,37.49
2018-05-19T00:10:00-07:00,00:05:00,101153,62.0,31,3.79,14,-0.02,0.71,0.37,22.79
2018-05-19T00:10:00-07:00,00:05:00,101152,65.41,37,2.71,14,-0.04,0.47,0.29,19.06
2018-05-19T00:10:00-07:00,00:05:00,101151,59.8,41,3.43,14,0.0,0.52,0.35,21.12
2018-05-19T00:10:00-07:00,00:05:00,101150,57.79,39,3.86,14,0.02,0.53,0.35,20.09
2018-05-19T00:10:00-07:00,00:05:00,101145,61.61,33,2.79,14,-0.01,0.43,0.24,14.69
2018-05-19T00:10:00-07:00,00:05:00,101144,59.07,54,4.71,14,0.01,0.45,0.41,24.03
2018-05-19T00:10:00-07:00,00:05:00,101143,61.2,46,4.36,14,-0.01,0.44,0.33,20.47
2018-05-19T00:10:00-07:00,00:05:00,101142,61.0,25,1.93,14,-0.01,0.67,0.28,17.13
2018-05-19T00:10:00-07:00,00:05:00,101141,59.18,56,4.5,14,0.01,0.69,0.65,38.36
2018-05-19T00:10:00-07:00,00:05:00,101140,58.04,28,2.43,14,0.02,0.71,0.33,19.18
2018-05-19T00:10:00-07:00,00:05:00,101139,53.88,65,6.43,14,0.09,0.92,1.0,53.95
2018-05-19T00:10:00-07:00,00:05:00,101138,56.0,39,3.36,14,0.06,0.89,0.58,32.37
2018-05-19T00:10:00-07:00,00:05:00,101137,56.32,34,2.79,14,0.05,0.88,0.5,28.22
2018-05-19T00:10:00-07:00,00:05:00,100903,51.52,21,1.93,14,5.3,37.5,13.13,676.2
2018-05-19T00:10:00-07:00,00:05:00,100902,66.1,30,1.86,14,-0.04,0.35,0.18,11.7
2018-05-19T00:10:00-07:00,00:05:00,100901,59.93,69,7.21,14,0.0,0.39,0.45,26.91
2018-05-19T00:10:00-07:00,00:05:00,100900,64.33,24,2.21,14,-0.03,0.36,0.15,9.36
2018-05-19T00:10:00-07:00,00:05:00,100899,61.28,39,2.79,14,-0.01,0.44,0.28,17.36
2018-05-19T00:10:00-07:00,00:05:00,100898,55.59,41,4.07,14,0.04,0.48,0.33,18.25
2018-05-19T00:10:00-07:00,00:05:00,100897,53.41,29,2.86,14,0.05,0.5,0.24,12.91
2018-05-19T00:10:00-07:00,00:05:00,100896,59.71,38,2.86,14,0.0,0.63,0.4,23.94
2018-05-19T00:10:00-07:00,00:05:00,100895,46.41,56,7.43,14,0.18,0.81,0.76,35.28
2018-05-19T00:10:00-07:00,00:05:00,100894,74.48,31,4.07,14,-0.12,0.51,0.26,19.53
2018-05-19T00:10:00-07:00,00:05:00,100893,35.0,11,3.5,4,0.21,0.5,0.09,3.19
2018-05-19T00:10:00-07:00,00:05:00,100892,62.14,57,4.71,14,-0.01,0.28,0.27,16.53
2018-05-19T00:10:00-07:00,00:05:00,100891,58.15,40,3.21,14,0.01,0.3,0.2,11.6
2018-05-19T00:10:00-07:00,00:05:00,100890,56.64,11,0.71,14,0.02,0.31,0.06,3.19
2018-05-19T00:15:00-07:00,00:05:00,101187,65.83,6,0.5,14,-0.09,0.89,0.09,5.88
2018-05-19T00:15:00-07:00,00:05:00,101186,58.0,13,2.36,14,0.03,1.01,0.22,12.74
2018-05-19T00:15:00-07:00,00:05:00,101185,71.4,5,0.29,14,-0.14,0.73,0.06,4.33
2018-05-19T00:15:00-07:00,00:05:00,101184,67.68,19,2.21,14,-0.1,0.77,0.24,16.44
2018-05-19T00:15:00-07:00,00:05:00,101183,65.71,7,0.43,14,-0.08,0.79,0.09,6.06
2018-05-19T00:15:00-07:00,00:05:00,101182,73.71,7,0.29,14,-0.14,0.61,0.07,5.29
2018-05-19T00:15:00-07:00,00:05:00,101181,65.94,17,1.79,14,-0.07,0.69,0.19,12.84
2018-05-19T00:15:00-07:00,00:05:00,101180,62.6,15,1.43,14,-0.03,0.72,0.18,11.33
2018-05-19T00:15:00-07:00,00:05:00,101179,67.0,7,0.5,14,-0.07,0.62,0.07,4.87
2018-05-19T00:15:00-07:00,00:05:00,101178,70.33,18,2.21,14,-0.1,0.59,0.18,12.51
2018-05-19T00:15:00-07:00,00:05:00,101177,65.0,10,0.79,14,-0.05,0.64,0.11,6.95
2018-05-19T00:15:00-07:00,00:05:00,101176,75.0,2,0.14,14,-0.22,0.9,0.03,2.24
2018-05-19T00:15:00-07:00,00:05:00,101175,67.82,22,2.36,14,-0.13,0.99,0.36,24.64
2018-05-19T00:15:00-07:00,00:05:00,101174,63.83,12,1.29,14,-0.07,1.05,0.21,13.44
2018-05-19T00:15:00-07:00,00:05:00,101173,72.0,5,0.21,14,-0.13,0.65,0.05,3.93
2018-05-19T00:15:00-07:00,00:05:00,101172,62.84,25,2.5,14,-0.04,0.75,0.31,19.63
2018-05-19T00:15:00-07:00,00:05:00,101171,61.96,24,2.5,14,-0.02,0.76,0.3,18.84
2018-05-19T00:15:00-07:00,00:05:00,101170,72.44,9,0.64,14,-0.18,0.88,0.13,9.54
2018-05-19T00:15:00-07:00,00:05:00,101169,66.47,30,2.5,14,-0.1,0.96,0.48,31.8
2018-05-19T00:15:00-07:00,00:05:00,101168,62.32,19,2.07,14,-0.04,1.02,0.32,20.14
2018-05-19T00:15:00-07:00,00:05:00,101167,68.33,9,0.5,14,-0.29,2.09,0.31,21.47
2018-05-19T00:15:00-07:00,00:05:00,101166,62.91,33,2.71,14,-0.11,2.27,1.25,78.71
2018-05-19T00:15:00-07:00,00:05:00,101165,60.36,14,1.57,14,-0.01,2.37,0.55,33.39
2018-05-19T00:15:00-07:00,00:05:00,101164,62.86,7,0.5,14,-0.1,2.01,0.23,14.77
2018-05-19T00:15:00-07:00,00:05:00,101163,60.73,15,1.64,14,-0.03,2.08,0.52,31.65
2018-05-19T00:15:00-07:00,00:05:00,101162,46.0,2,0.21,14,0.64,2.75,0.09,4.22
2018-05-19T00:15:00-07:00,00:05:00,101161,71.36,11,0.79,14,-0.13,0.7,0.13,9.19
2018-05-19T00:15:00-07:00,00:05:00,101160,63.13,15,1.21,14,-0.04,0.79,0.2,12.53
2018-05-19T00:15:00-07:00,00:05:00,101158,63.96,24,1.79,14,-0.03,0.43,0.17,11.04
2018-05-19T00:15:00-07:00,00:05:00,101157,58.87,45,3.71,14,0.01,0.47,0.35,20.7
2018-05-19T00:15:00-07:00,00:05:00,101156,59.65,17,1.43,14,0.0,0.46,0.13,7.82
2018-05-19T00:15:00-07:00,00:05:00,101155,68.11,28,2.29,14,-0.09,0.65,0.3,20.58
2018-05-19T00:15:00-07:00,00:05:00,101154,62.43,53,5.07,14,-0.03,0.71,0.62,38.96
2018-05-19T00:15:00-07:00,00:05:00,101153,62.48,27,2.43,14,-0.03,0.71,0.32,19.85
2018-05-19T00:15:00-07:00,00:05:00,101152,65.44,48,3.57,14,-0.04,0.47,0.38,24.72
2018-05-19T00:15:00-07:00,00:05:00,101151,61.22,51,4.57,14,-0.01,0.5,0.43,26.27
2018-05-19T00:15:00-07:00,00:05:00,101150,58.86,49,4.57,14,0.01,0.52,0.43,25.24
2018-05-19T00:15:00-07:00,00:05:00,101145,61.02,48,4.29,14,-0.01,0.44,0.35,21.36
2018-05-19T00:15:00-07:00,00:05:00,101144,58.77,52,5.79,14,0.01,0.45,0.39,23.14
2018-05-19T00:15:00-07:00,00:05:00,101143,60.36,42,4.71,14,0.0,0.44,0.31,18.69
2018-05-19T00:15:00-07:00,00:05:00,101142,62.4,45,3.43,14,-0.03,0.66,0.49,30.83
2018-05-19T00:15:00-07:00,00:05:00,101141,61.92,36,2.71,14,-0.02,0.66,0.4,24.66
2018-05-19T00:15:00-07:00,00:05:00,101140,57.03,34,3.93,14,0.04,0.72,0.41,23.29
2018-05-19T00:15:00-07:00,00:05:00,101139,58.94,96,10.0,14,0.01,0.84,1.35,79.68
2018-05-19T00:15:00-07:00,00:05:00,101138,56.37,52,4.86,14,0.05,0.88,0.77,43.16
2018-05-19T00:15:00-07:00,00:05:00,101137,51.32,34,4.86,14,0.14,0.97,0.55,28.22
2018-05-19T00:15:00-07:00,00:05:00,100903,46.46,13,1.07,14,9.38,41.58,9.01,418.6
2018-05-19T00:15:00-07:00,00:05:00,100902,66.33,27,1.93,14,-0.04,0.35,0.16,10.53
2018-05-19T00:15:00-07:00,00:05:00,100901,61.29,45,3.93,14,-0.01,0.38,0.29,17.55
2018-05-19T00:15:00-07:00,00:05:00,100900,62.85,13,1.14,14,-0.02,0.37,0.08,5.07
2018-05-19T00:15:00-07:00,00:05:00,100899,62.33,42,3.43,14,-0.02,0.43,0.3,18.69
2018-05-19T00:15:00-07:00,00:05:00,100898,58.79,53,5.43,14,0.01,0.45,0.4,23.59
2018-05-19T00:15:00-07:00,00:05:00,100897,53.91,43,3.93,14,0.05,0.5,0.35,19.14
2018-05-19T00:15:00-07:00,00:05:00,100896,60.75,40,2.86,14,-0.01,0.62,0.41,25.2
2018-05-19T00:15:00-07:00,00:05:00,100895,44.61,44,10.71,14,0.22,0.85,0.62,27.72
2018-05-19T00:15:00-07:00,00:05:00,100894,71.1,31,4.57,14,-0.1,0.53,0.27,19.53
2018-05-19T00:15:00-07:00,00:05:00,100893,57.83,41,2.57,14,0.01,0.3,0.21,11.89
2018-05-19T00:15:00-07:00,00:05:00,100892,62.3,50,4.71,14,-0.01,0.28,0.23,14.5
2018-05-19T00:15:00-07:00,00:05:00,100891,59.85,33,3.14,14,0.0,0.29,0.16,9.57
2018-05-19T00:15:00-07:00,00:05:00,100890,59.69,13,1.0,14,0.0,0.29,0.06,3.77
2018-05-19T00:20:00-07:00,00:05:00,101187,62.67,3,0.64,11,-0.04,0.94,0.05,2.94
2018-05-19T00:20:00-07:00,00:05:00,101186,61.64,11,1.73,11,-0.03,0.95,0.17,10.78
2018-05-19T00:20:00-07:00,00:05:00,101185,,0,0.0,11,,,,0.0
2018-05-19T00:20:00-07:00,00:05:00,101184,65.89,9,2.27,11,-0.08,0.79,0.12,7.79
2018-05-19T00:20:00-07:00,00:05:00,101183,83.0,1,0.09,11,-0.24,0.63,0.01,0.87
2018-05-19T00:20:00-07:00,00:05:00,101182,69.0,2,0.18,11,-0.1,0.66,0.02,1.51
2018-05-19T00:20:00-07:00,00:05:00,101181,65.6,15,1.64,11,-0.06,0.69,0.17,11.33
2018-05-19T00:20:00-07:00,00:05:00,101180,63.44,9,1.45,11,-0.04,0.71,0.11,6.8
2018-05-19T00:20:00-07:00,00:05:00,101179,63.0,1,0.09,11,-0.03,0.66,0.01,0.7
2018-05-19T00:20:00-07:00,00:05:00,101178,71.0,12,1.27,11,-0.11,0.59,0.12,8.34
2018-05-19T00:20:00-07:00,00:05:00,101177,60.22,9,2.27,11,0.0,0.69,0.1,6.26
2018-05-19T00:20:00-07:00,00:05:00,101176,71.6,5,0.36,11,-0.18,0.94,0.08,5.6
2018-05-19T00:20:00-07:00,00:05:00,101175,66.1,20,2.64,11,-0.1,1.02,0.34,22.4
2018-05-19T00:20:00-07:00,00:05:00,101137,55.3,30,3.64,11,0.07,0.9,0.45,24.9
